"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P1607S1";"P1607S2";"P1607S3";"P1607S6";"P1607S4";"P1607S5";"P1283S1";"P1283S2";"P1283S3";"P1283S4";"P1283S5";"P1283S6";"P597";"P1197S1";"P1197S2";"P1197S3";"P1197S4";"P1197S5";"P1197S7";"P1197S6";"P1197S8";"P1196S1";"P1196S2";"P1196S3";"P1196S4";"P1196S5";"P1196S6";"P1196S8";"P1196S7";"P1196S9";"P598";"P599S3";"P599S4";"P599S5";"P1194S1";"P1194S2";"P1194S5";"P1194S3";"P1194S4";"P1194S6";"P1194S7";"P1193";"P1192";"P1955";"P529";"P1191";"P1187";"P600";"P1107";"P1608";"P1609";"P1106"
510322;237;1;1;1;110.199636446889;;;;;;2;1;1;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;;1;;;;;;6;1;"2";1;7;2;;;;;1
510480;237;1;1;1;137.449230977748;;1;;;;;1;;;;;;3;;1;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;6;1;"2";1;1;2;;;;;4
510589;237;1;1;1;1455.17333035341;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;1;2;2;1;;;;;;;10;4;"2";2;;2;;;;;4
510599;237;1;1;1;748.43828846424;;1;;;;;1;;;;;;3;;;1;;;;;;;;;1;;;;;;1;2;1;2;1;;;;;;;2;4;"2";1;1;2;;;;;3
510736;237;1;1;1;1409.73019957059;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;6;"1";2;;2;;;;;7
510747;237;1;1;1;459.798588292569;;;;1;;;1;;;;;;7;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;1;"1";2;;2;;;;;6
510812;237;1;1;1;384.677094487568;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;1;1;"1";2;;2;;;;;6
510841;237;1;1;1;75.7534428848056;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;3;4;"1";2;;2;;;;;6
510856;237;1;1;1;78.6085747288865;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;3
510864;237;1;1;1;64.7223032819282;1;;;;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;6
510873;237;1;1;1;74.1657537923191;1;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;8;2;"2";2;;2;;;;;4
510887;237;2;1;2;56.6990999869274;;;;1;;;1;;;;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;6
510905;237;1;1;1;62.4834774720727;;;;;;2;1;;;;;;3;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
510924;237;1;1;1;61.0988474117145;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;1;"1";2;;2;;;;;6
510928;237;1;1;1;75.1224021188687;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;1;1;;;;;;5;4;"1";2;;2;;;;;1
510941;237;1;1;1;637.704629639962;;1;;;;;1;;;;;;2;;;;;;;;2;;;;;;;;2;;;2;1;2;1;;;;;;;5;1;"1";2;;2;;;;;3
510952;237;1;1;1;1914.32742323208;;;;;;2;1;;;;;;8;;;;;;1;;;;;;;;;;2;;;2;2;2;;1;;;;;;9;4;"2";2;;2;;;;;6
510954;237;2;1;2;760.212083638332;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;6
511007;237;2;1;2;67.4724895709183;;;;1;;;1;;;;;;2;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;5;1;"1";2;;2;;;;;3
511022;237;3;1;3;299.145686229408;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;2;4;"1";2;;2;;;;;3
511023;237;1;1;1;285.228204079127;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;4;4;"1";2;;1;1;1;1;;
511099;237;5;1;5;77.4579748217005;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
511104;237;1;1;1;72.5762520213666;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;3;"1";1;7;2;;;;;1
511156;237;2;1;2;268.179618281176;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;10;4;"1";2;;2;;;;;7
511161;237;2;1;2;230.475130264543;;;;;;2;1;;;;;;8;;;;;;;;2;1;;;;;;;;;9;2;2;2;;1;;;;;;4;3;"1";2;;2;;;;;6
511161;237;3;1;3;230.475130264543;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;3;"1";2;;2;;;;;3
511277;237;1;1;1;43.0374001255697;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;3
511285;237;1;1;1;41.8493963665184;;;;1;;;1;;;;;;1;;;;;;;;2;;1;;;;;;;;1;2;2;2;1;;;;;;;4;4;"2";1;7;1;1;4;1;;
511301;237;1;1;1;37.2985766265093;;;;;;2;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;1;2;2;1;;;;;;;8;2;"2";2;;1;2;2;1;;
511307;237;1;1;1;43.7378765556192;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;1;2;2;;1;;;;;;1;1;"1";1;7;2;;;;;1
511308;237;1;1;1;73.8894357270161;;;;1;;;1;;;;;;7;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;2;"1";2;;2;;;;;3
511318;237;1;1;1;39.2778408165973;;;;1;;;1;;;;;;5;1;1;;;;;;;1;1;;;;;;;;1;1;2;2;1;;;;;;;8;2;"2";2;;2;;;;;2
511328;237;1;1;1;32.6058509800364;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;6
511337;237;1;1;1;38.650261650024;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"2";2;;2;;;;;3
511353;237;1;1;1;1940.03855821218;1;;;;;;1;;;;;;2;1;;;;;;;;1;;;;;;;;;1;1;1;2;1;;;;;;;8;4;"2";2;;1;1;3;1;;
511381;237;1;1;1;65.1371687728511;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;10;6;"1";2;;2;;;;;6
511381;237;2;1;2;65.1371687728511;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;10;5;"1";2;;2;;;;;3
511405;237;1;1;1;62.2947719674343;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;3;4;"1";2;;2;;;;;1
511410;237;1;1;1;65.4210416481245;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;1;;;;;;4;1;"1";2;;2;;;;;6
511452;237;1;1;1;61.2599253112343;1;;;;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;9;5;"2";2;;1;3;4;1;;
511473;237;1;1;1;57.8833476716733;;;;1;;;1;;;;;;7;1;;;;;;;;1;;;;;;;;;8;2;2;2;1;;;;;;;3;4;"1";2;;2;;;;;1
511479;237;1;1;1;64.5255488528647;;;;1;;;1;;;;;;6;;;;;;;;2;1;;;;;;;;;1;2;2;2;1;1;;;;;;5;2;"2";2;;2;;;;;6
511496;237;1;1;1;74.3926178621974;;;;;;2;1;;;;;;8;;;1;;;;;;;;;;;;;;3;;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;6
511511;237;2;1;2;75.2387040507032;;;;1;;;1;;;;;;7;;;;;;;1;;;;;;;;;2;;;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;6
511569;237;1;1;1;69.1482660696977;;;;1;;;1;;;;;;6;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
511599;237;2;1;2;906.890887691869;;1;;;;;1;;;;;;6;;1;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;6
511614;237;1;1;1;1118.70556876455;;;;;;2;1;;;;;;2;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;1;;;;1;"2";2;;1;1;4;2;1;
511614;237;2;1;2;1118.70556876455;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;;;;;1;;;;4;"2";2;;1;1;4;1;;
511706;237;7;1;7;1762.93853541013;;;;;;2;1;;;;;;3;1;;;;;;;;1;1;;;;;;;;1;2;2;2;1;;;;;;;7;3;"2";2;;1;1;4;1;;
511757;237;2;1;2;60.5214412794772;;;;;;2;1;;;;;;2;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;9;4;"2";2;;2;;;;;6
511775;237;1;1;1;51.7945151630849;;;;1;;;1;;;;;;6;1;;;;;;;;;1;;;;;;;;2;2;1;2;1;;;;;;;5;4;"1";2;;2;;;;;6
511790;237;1;1;1;62.9800721344883;;;;;;2;1;;;;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;7;4;"1";2;;2;;;;;6
511903;237;2;1;2;284.056281405127;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;3;"1";2;;2;;;;;6
511905;237;2;1;2;253.288895375259;;;;;;2;1;;;;;;2;1;;;;;;;;1;;;;;;;;;1;1;2;2;1;;;;;;;5;4;"2";1;7;2;;;;;1
511939;237;1;1;1;286.311391109657;;;;1;;;1;;;;;;6;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
511950;237;3;1;3;240.171474419362;1;;;;;;1;;;;1;;3;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;8;4;"1";2;;1;2;3;1;;
511965;237;1;1;1;336.20793588167;;;;;1;;;;;1;;;4;;;;;;;1;;1;1;1;;1;;;;;1;2;2;2;1;;;;;;;1;2;"2";1;1;2;;;;;2
511968;237;1;1;1;325.78108880424;;;;;;2;;;;1;;;3;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;1;2;"2";1;1;2;;;;;6
512033;237;1;1;1;2475.22183213857;1;;;;;;1;;;;;;8;1;1;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;7;4;"2";2;;1;1;2;1;;
512056;237;2;1;2;36.4920136551331;;;;1;;;1;;;;;;2;;;;;;;;2;1;;;;;;;;;1;1;2;2;1;;;;;;;4;4;"2";2;;2;;;;;6
512068;237;5;1;5;46.3327080362512;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;1;2;2;;1;;;;;;6;1;"1";2;;2;;;;;6
512097;237;2;1;2;45.5866552943701;;;;1;;;1;;;;1;;6;1;;;;;;;;1;1;;;;;;;;9;2;2;1;;;;;;;9;;5;"1";2;;2;;;;;6
512421;237;1;1;1;117.968519758858;1;;;;;;;;;1;;;4;1;1;;1;;;;;1;;1;1;;1;;;;1;1;2;2;1;;;;;;;5;3;"2";2;;2;;;;;2
512549;237;1;1;1;158.451133769202;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;3;4;"1";2;;1;2;4;2;3;
512669;237;1;1;1;314.04329201612;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;8;4;"2";2;;1;1;1;1;;
512760;237;1;1;1;1043.869840676;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;6
512765;237;2;1;2;990.168573558135;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
512773;237;1;1;1;972.496192109141;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;3
512803;237;1;1;1;996.733315652257;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;3;3;"1";2;;2;;;;;6
512909;237;2;1;2;4079.55799391246;1;;;;;;1;;;;;;8;1;;;1;1;;;;;1;;;;;;;;9;2;2;2;1;;;;;;;6;4;"2";2;;1;1;2;1;;
512917;237;1;1;1;2827.43026363363;;1;;;;;1;;;;;;2;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;1;1;"1";2;;2;;;;;6
512925;237;2;1;2;2359.65464018047;;;;;;2;1;;;;;;2;1;;;;;;;;;1;;;;;;;;1;2;2;2;1;;;;;;;7;1;"2";2;;1;1;2;2;4;
512944;237;1;1;1;68.8109118229257;1;;;;;;1;;;;;;4;;;;;;;1;;;;;;;;;2;;;2;2;2;;1;;;;;;4;3;"1";2;;2;;;;;1
512949;237;1;1;1;62.4834774720727;1;;;;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
512970;237;1;1;1;66.1032051639122;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;5;3;"1";2;;1;4;4;;;
513008;237;2;1;2;75.4771799741095;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;6;1;"1";2;;2;;;;;6
513020;237;1;1;1;73.5749682782042;;;;1;;;;1;;;;;7;;;;;;;1;;;1;;;;;;;;9;1;1;2;;;1;;;;;;5;"2";2;;1;3;3;1;;
513027;237;2;1;2;69.0804456453303;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;1;"1";2;;2;;;;;3
513049;237;3;1;3;84.7726398397621;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;7;4;"1";2;;2;;;;;6
513060;237;2;1;2;75.7534428848056;;;;1;;;1;;;;1;;8;;;;;;;;2;1;;;;;;;;;9;2;2;2;;1;;;;;;6;3;"2";2;;2;;;;;6
513073;237;1;1;1;1801.50290459999;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;2;4;"1";2;;2;;;;;3
513096;237;4;1;4;1415.80164207233;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;;3;;2;2;2;;;;;;;9;;5;"2";2;;2;;;;;6
513115;237;2;1;2;1382.50502124308;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;5;1;"1";2;;2;;;;;6
513118;237;2;1;2;1859.39530708638;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;;1;;;;;;3;1;"1";2;;2;;;;;6
513119;237;1;1;1;1150.92533874497;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;5;5;"1";2;;2;;;;;6
513119;237;2;1;2;1150.92533874497;1;;;;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;4
513158;237;2;1;2;79.4518996757474;;;;;;2;1;;;;;;8;;;1;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;5;1;"2";1;2;2;;;;;3
513167;237;2;1;2;76.2400093295777;;;;;;2;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;1;2;2;1;1;;;;;;2;4;"1";2;;2;;;;;3
513259;237;1;1;1;313.64611257143;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;1;;;;2;1;2;2;;1;;;;;;5;4;"1";2;;1;1;4;1;;
513275;237;1;1;1;1233.98511089889;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;1;2;2;2;;1;;;;;;8;1;"2";2;;1;1;3;1;;
513289;237;1;1;1;63.0516985683923;;;;;;2;1;;;;;;6;1;;;;;;;;1;;;;;;;;;1;2;1;2;;;;;;;9;;2;"1";2;;2;;;;;6
513289;237;2;1;2;63.0516985683923;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;1;2;;1;;;;;;5;4;"1";2;;2;;;;;6
513493;237;2;1;2;186.004330222286;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;8
513500;237;2;1;2;224.375063377891;1;;;;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;;;;;;;9;;5;"2";2;;1;3;4;1;;
513531;237;3;1;3;378.850783438944;1;;;;;;1;1;;;;;2;;;;1;;;;;;1;;;;;;;;2;2;2;2;1;;;;;;;3;3;"2";1;7;1;1;2;2;4;
513531;237;5;1;5;378.850783438944;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"2";2;;2;;;;;6
513540;237;3;1;3;228.267432341757;;;;;;2;;;;;1;;3;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;10;4;"2";2;;2;;;;;6
513562;237;1;1;1;224.302079223807;;;;1;;;1;;;;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;4
513643;237;1;1;1;44.1711272829044;;;;;;2;1;;;;;;8;;;;1;;;;;;;;;;;;;3;;1;2;2;1;;;;;;;4;4;"2";2;;2;;;;;3
513657;237;2;1;2;42.2754224916307;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;3
513663;237;1;1;1;37.4127667063682;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;2;"1";2;;2;;;;;1
513672;237;1;1;1;44.6657068650036;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;3
513708;237;1;1;1;86.0627902318543;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;6;1;"1";2;;2;;;;;6
513728;237;2;1;2;686.928471856009;;;;;;2;;1;;;;;2;1;;;;;;;;1;;;;;;;;;1;1;1;2;;;1;;;;;;1;"2";2;;1;2;3;2;1;
513734;237;1;1;1;878.929820049895;1;;;;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;1;1;2;1;;;;;;;7;4;"2";1;7;1;1;3;2;4;
513770;237;1;1;1;451.9322104887;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;7;4;"1";2;;2;;;;;3
513778;237;2;1;2;434.714022337242;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;5;"1";2;;2;;;;;6
513799;237;1;1;1;511.177858404695;1;;;;;;1;;;;1;;8;1;;;;;;;;1;1;;;;;;;;9;2;2;2;1;;;;;;;5;4;"2";2;;1;1;3;2;1;
513803;237;1;1;1;301.855429969263;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;8
513860;237;2;1;2;61.5739426058551;;;;1;;;1;;;;;;2;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"2";2;;2;;;;;5
513860;237;3;1;3;61.5739426058551;1;;;;;;;1;;;;;2;;;;;;1;;;;;;;;1;;;;1;2;2;2;1;;;;;;;6;1;"2";2;;1;3;2;1;;
513870;237;2;1;2;70.6633359759635;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;4;"1";2;;1;1;1;1;;
513872;237;4;1;4;61.2028267728291;;;;;;2;1;;;;;;3;;;;;;;1;;;;;;;;;;3;;2;2;2;1;;;;;;;6;5;"1";2;;2;;;;;6
513900;237;3;1;3;66.7499814458803;;;;;;2;;1;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;1;;;;;;5;"2";2;;2;;;;;3
513911;237;1;1;1;63.4469170139796;;;;;;2;1;;;;;;8;;;;;;;1;;;;;;;;;;3;;2;2;2;1;;;;;;;7;1;"1";2;;2;;;;;6
513912;237;1;1;1;66.0575905983871;;;;1;;;;;;;1;;6;;;;;;;;2;;;;;;;;2;;;1;2;2;;;;;;;9;;5;"2";2;;1;1;4;2;1;
513917;237;2;1;2;71.0955650883614;;;;1;;;1;;;;;;6;;;;;;;;2;1;;;;;;;;;2;2;2;2;1;;;;;;;7;4;"1";2;;1;1;1;1;;
513933;237;1;1;1;50.1801314048249;1;;;;;;1;;;;;;3;1;1;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;1;"2";2;;2;;;;;1
513954;237;1;1;1;61.1489712133037;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;1;4;"2";1;7;2;;;;;6
513979;237;1;1;1;54.5304424212139;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;6;"1";2;;1;1;1;2;3;
513979;237;2;1;2;54.5304424212139;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;10;6;"1";2;;1;1;1;1;;
514053;237;1;1;1;74.3926178621974;;;;;;2;;;;1;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;5;"2";2;;2;;;;;1
514078;237;3;1;3;63.531244429265;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;5;"1";2;;2;;;;;6
514112;237;1;1;1;69.1482660696977;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;10;6;"1";2;;2;;;;;7
514132;237;3;1;3;667.893477507684;;1;;;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;2;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
514203;237;6;1;6;56.515551931198;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;1;2;2;1;;;;;;;2;4;"1";2;;2;;;;;6
514237;237;1;1;1;51.7945151630849;;;;;;2;;;;1;;;2;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;4;4;"2";2;;2;;;;;4
514245;237;1;1;1;53.5505821267521;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;2;"1";2;;2;;;;;3
514248;237;1;1;1;52.3212666992465;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;3
514289;237;1;1;1;65.1154396325777;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;1;"1";2;;2;;;;;6
514290;237;1;1;1;61.5228395238916;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;6;4;"1";2;;2;;;;;6
514299;237;1;1;1;113.820419262601;1;;;;;;1;;;;;;8;;1;;;;;;;;;;;;;;;3;;2;2;2;1;1;;;;;;3;1;"1";2;;2;;;;;1
514300;237;1;1;1;124.555016486289;;;;;;2;1;;;;;;3;;;;;;;;2;;;;;;;;2;;;2;2;1;1;;;;;;;6;1;"1";2;;2;;;;;6
514426;237;1;1;1;286.311391109657;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;3
514427;237;1;1;1;339.959165588864;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;6;"1";2;;2;;;;;6
514442;237;1;1;1;325.884896934911;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
514443;237;1;1;1;310.499797639047;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;2;4;"2";2;;2;;;;;8
514449;237;2;1;2;290.293451665436;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
514534;237;1;1;1;41.1298032566399;;;;1;;;1;;;;;;2;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;5;2;"1";2;;1;2;4;1;;
514534;237;2;1;2;41.1298032566399;;;;1;;;1;;;;;;3;1;;;;;;;;;;;;;;;2;;;1;2;2;1;;;;;;;5;2;"1";1;7;1;2;4;1;;
514536;237;3;1;3;43.2027389048049;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;1;2;2;;1;;;;;;4;2;"1";2;;2;;;;;6
514551;237;2;1;2;45.0926023481156;1;;;1;;;1;;;;;;6;;;;;;1;;;;1;;;;;;;;2;2;1;2;1;;;;;;;9;5;"2";2;;2;;;;;6
514565;237;1;1;1;31.7802605719525;1;;;;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;2;2;2;;1;;;;;;6;2;"2";2;;2;;;;;6
514582;237;1;1;1;43.9860119840524;;;;;;2;1;;;;;;7;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;6;"1";2;;2;;;;;7
514592;237;1;1;1;46.0671943187283;1;;;;;;1;;;;;;8;1;1;;;;;;;;;;;;;;;3;;2;2;2;;1;;;;;;6;1;"2";2;;1;2;1;1;;
514610;237;2;1;2;35.4029240155897;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
514621;237;3;1;3;38.091376532689;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;1;2;;;;;;;9;;1;"1";2;;2;;;;;7
514828;237;1;1;1;82.295881815099;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
514928;237;3;1;3;1815.37479517425;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;2;4;"1";2;;1;1;4;1;;
514992;237;1;1;1;807.567583232545;;;;;;2;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;3
515053;237;2;1;2;849.665152829196;;;;;;2;1;;;;;;2;1;;;;;;;;1;;;;;;;;;2;2;2;2;1;;;;;;;7;4;"2";2;;1;1;1;1;;
515107;237;2;1;2;3508.74611815915;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;2;1;"1";2;;2;;;;;6
515117;237;1;1;1;647.130961444528;;;;;;2;1;;;;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;2;5;"1";2;;2;;;;;6
515117;237;2;1;2;647.130961444528;;;;1;;;1;;;;;;2;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;5;1;"1";2;;2;;;;;6
515122;237;1;1;1;616.013552351832;;;;;;2;1;;;;;;3;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;6
