"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P1607S1";"P1607S2";"P1607S3";"P1607S6";"P1607S4";"P1607S5";"P1283S1";"P1283S2";"P1283S3";"P1283S4";"P1283S5";"P1283S6";"P597";"P1197S1";"P1197S2";"P1197S3";"P1197S4";"P1197S5";"P1197S7";"P1197S6";"P1197S8";"P1196S1";"P1196S2";"P1196S3";"P1196S4";"P1196S5";"P1196S6";"P1196S8";"P1196S7";"P1196S9";"P598";"P599S3";"P599S4";"P599S5";"P1194S1";"P1194S2";"P1194S5";"P1194S3";"P1194S4";"P1194S6";"P1194S7";"P1193";"P1192";"P1955";"P529";"P1191";"P1187";"P600";"P1107";"P1608";"P1609";"P1106"
524286;237;1;1;1;828.393492447308;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;;1;;;;;;3;4;"1";2;;2;;;;;6
524286;237;3;1;3;828.393492447308;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;1;2;2;2;;1;;;;;;3;4;"1";2;;2;;;;;6
524298;237;1;1;1;58.4416337856869;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;1;1;2;1;;;;;;;7;4;"1";2;;2;;;;;4
524308;237;1;1;1;59.6709492131925;1;;;;;;1;;;;;;1;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;5;4;"1";2;;2;;;;;4
524319;237;1;1;1;60.9960879877301;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;1;2;1;1;;
524323;237;1;1;1;52.3212666992465;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;1;;;;;;9;4;"1";2;;2;;;;;1
524337;237;1;1;1;56.5897434749878;1;;;;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;4;1;"1";2;;2;;;;;1
524338;237;2;1;2;60.9960879877301;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
524344;237;1;1;1;66.4109578181294;1;;;;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;1;;;;;;8;1;"1";2;;2;;;;;8
524353;237;3;1;3;57.8190589024933;1;;;;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;1;;;;;;7;1;"1";2;;2;;;;;1
524366;237;2;1;2;56.5897434749878;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;6
524375;237;1;1;1;60.900264640698;1;;;;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;1;2;2;1;1;;;;;;3;1;"1";2;;2;;;;;3
524379;237;2;1;2;60.4256179324451;1;;;;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;1;2;2;;1;;;;;;8;1;"1";2;;1;1;1;2;1;
524395;237;1;1;1;50.4693763885473;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;2;4;"1";2;;2;;;;;6
524456;237;1;1;1;273.736055020228;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
524458;237;2;1;2;326.861088597566;;;;;1;;;;;1;;;3;1;;;;;;;;;;;;;1;;;;1;1;2;2;1;;;;;;;6;4;"2";2;;1;2;4;2;2;
524459;237;1;1;1;338.4630455862;;;;;;2;;;;;1;;8;;;;;;;;2;;;;;;;;;3;;1;2;2;;;;;;;9;;4;"2";2;;2;;;;;6
524852;237;2;1;2;156.503754819241;;;;;;2;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;10;4;"2";2;;1;3;3;2;3;
524865;237;2;1;2;119.174790096321;;;;1;;;1;;;;;;8;1;;;;;;;;;1;;;;;;;;9;2;2;2;1;;;;;;;4;6;"1";2;;2;;;;;3
525016;237;1;1;1;3864.35877695024;;;;1;;;1;;;;;;6;;;1;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;1;1;4;1;;
525357;237;4;1;4;1867.53579311801;1;;;;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;5;"1";2;;2;;;;;3
525377;237;2;1;2;1406.41366778837;;;;;;2;1;;;;;;2;;;1;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;6
525471;237;1;1;1;73.1297088529218;;;;1;;;1;1;;;;;6;1;;;;;;;;;;;;;;;;3;;1;2;2;1;;;;;;;6;4;"2";2;;2;;;;;3
525488;237;3;1;3;63.9284587356849;;;;;;2;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;5;5;"1";2;;2;;;;;6
525490;237;2;1;2;53.0793722950879;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
525549;237;1;1;1;170.658002698089;1;;;;;;1;;;;;;6;;1;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;7;4;"2";2;;1;1;2;1;;
525564;237;1;1;1;75.7534428848056;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;1;2;2;;1;;;;;;9;4;"2";2;;2;;;;;3
525569;237;5;1;5;53.1298025856878;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;3
525574;237;1;1;1;64.718575103554;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;6
525608;237;1;1;1;75.6911573068004;;;;1;;;1;;;;;;2;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;8
525667;237;3;1;3;67.8452662069807;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;;1;;;;;;4;1;"1";2;;2;;;;;6
525715;237;1;1;1;3506.25746166159;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;1;1;1;1;;
525716;237;1;1;1;2630.51736585989;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;1;1;"1";1;7;2;;;;;6
525722;237;1;1;1;3537.44258212206;;;;1;;;1;;;;;;4;;1;;;;;;;;;;;;;;2;;;2;2;2;;;;;;;9;;5;"1";2;;1;1;2;1;;
525724;237;1;1;1;4151.82528578942;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;1;;;;;;;9;;5;"1";2;;1;1;3;1;;
525751;237;2;1;2;83.5410048188114;1;;;;;;1;1;1;;;;8;1;;;;;;;;1;;;;;;;;;9;1;1;2;1;;;;;;;8;2;"2";1;2;1;1;3;2;2;
525903;237;3;1;3;298.040607418871;;;;;;2;;;;1;;;2;1;;;;;;;;1;;;;;;;;;2;2;2;2;;;;1;;;;;4;"2";2;;2;;;;;3
525922;237;3;1;3;224.688467701391;;1;;;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;10;4;"1";2;;1;1;3;1;;
525927;237;1;1;1;254.97475593757;;;;1;;;1;1;;;1;;8;;;;;;1;;;;;;;;;;;3;;1;2;1;1;1;;;;;;8;4;"2";2;;1;1;3;2;4;
525942;237;2;1;2;330.93490710954;;;;1;;;;;;1;;;7;;;;;;;1;;;1;;;;;;;;8;2;2;1;1;;;;;;;5;4;"2";2;;2;;;;;4
525976;237;2;1;2;240.003300184561;1;;;;;;1;1;;;1;;3;;;;1;;;;;;;;;;;;;3;;2;2;2;1;1;;;;;;9;3;"2";2;;1;4;4;;;
525979;237;1;1;1;270.675976898325;;;;1;;;1;;;;;;8;;;;;;;;2;1;;;;;;;;;9;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;3
525980;237;1;1;1;254.97475593757;;;1;;;;1;;;;;;8;;;;;;;;2;1;;;;;;;;;9;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;4
525998;237;1;1;1;250.981397369468;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
526014;237;1;1;1;297.030985549738;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;5;"1";2;;2;;;;;6
526018;237;2;1;2;250.981397369468;;;;1;;;1;;;;1;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;;1;;;;;;5;4;"1";2;;1;1;1;2;3;
526035;237;2;1;2;666.796749918086;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;3;4;"1";2;;2;;;;;6
526122;237;1;1;1;44.3919864614315;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;5;"1";2;;2;;;;;3
526125;237;2;1;2;38.9500231016698;;;;1;;;;;;;1;;3;;;;;;;;2;1;;;;;;;;;2;2;2;2;1;;;;;;;9;3;"1";2;;2;;;;;3
526162;237;2;1;2;46.9285601361246;;;;1;;;1;;;;;;6;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;3;4;"1";2;;2;;;;;3
526203;237;2;1;2;60.6445571552112;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;10;6;"1";2;;2;;;;;6
526407;237;1;1;1;68.5183577674461;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
526407;237;2;1;2;68.5183577674461;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;2;"1";2;;2;;;;;6
526440;237;1;1;1;53.6464054737841;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;7;2;"2";2;;2;;;;;8
526441;237;1;1;1;54.1731570099457;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;6;3;"1";2;;1;3;3;2;1;
526601;237;1;1;1;263.849935431516;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;2;4;"1";2;;2;;;;;6
526634;237;1;1;1;335.662582979249;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;1
526635;237;4;1;4;337.174169559487;1;;;;;;;;;1;;;2;1;;;;;;;;1;;;;;1;;;;1;1;1;2;1;;;;;;;3;1;"2";2;;2;;;;;4
526637;237;3;1;3;361.581435145036;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;1;2;2;;;;;;;9;;4;"2";2;;2;;;;;6
526695;237;1;1;1;326.861088597566;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;3
526698;237;1;1;1;290.293451665436;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;1;4;"1";1;7;2;;;;;6
526776;237;2;1;2;466.249087659854;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;7;2;"2";2;;2;;;;;8
526822;237;3;1;3;28.1296368749052;;;;1;;;1;;;;;;2;;;;;;;;2;;1;;;;;;;;9;1;2;2;1;;;;;;;3;4;"2";2;;1;1;3;1;;
526828;237;1;1;1;45.6040028757077;;;;;;2;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;5;2;"2";2;;1;1;4;1;;
526846;237;1;1;1;29.011956352268;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;2;"2";2;;2;;;;;6
526933;237;1;1;1;1445.83043504795;1;;;;;;1;;;;;;4;;1;;;;;;;;;;;;;;;3;;1;2;2;1;;;;;;;8;4;"2";2;;1;3;2;1;;
526939;237;2;1;2;1445.83043504795;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"2";2;;2;;;;;6
527335;237;2;1;2;60.3087310438454;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;1;2;;1;;;;;;9;5;"1";2;;2;;;;;3
527355;237;1;1;1;66.1032051639122;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;;1;;;;;;4;5;"1";2;;2;;;;;6
527373;237;1;1;1;324.980935152578;;;;1;;;;1;;;;;2;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"2";2;;1;1;3;1;;
527390;237;1;1;1;3642.85900728932;1;;;;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;5;"2";2;;1;1;1;1;;
527390;237;2;1;2;3642.85900728932;1;;;;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;2;1;2;;;;1;;;;;4;"2";2;;1;1;3;1;;
527410;237;1;1;1;2666.82013264194;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;6
527426;237;1;1;1;2979.28608305822;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;1;2;1;2;1;;;;;;;7;5;"1";2;;2;;;;;6
527498;237;2;1;2;67.4724895709183;;;;;;2;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;1;4;"1";2;;2;;;;;3
527506;237;1;1;1;67.4724895709183;;;;1;;;1;;;;;;2;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;1;"1";2;;2;;;;;8
527516;237;1;1;1;65.6667293130866;;;;;;2;1;;;;;;8;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;6;2;"1";2;;2;;;;;1
527521;237;2;1;2;83.2789215771924;;;;1;;;1;;;;;;2;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;1;"2";2;;2;;;;;6
527536;237;1;1;1;2820.90737524848;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;1;"1";2;;2;;;;;6
527539;237;1;1;1;1860.05673284424;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;3;4;"2";2;;2;;;;;1
527542;237;1;1;1;1882.86679000677;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;9;5;"1";2;;2;;;;;6
527544;237;2;1;2;1908.49223092959;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;6;5;"1";2;;2;;;;;6
527617;237;1;1;1;90.1933138012454;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;2;"1";2;;2;;;;;6
527628;237;1;1;1;105.282573904331;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;1;1;2;1;;;;;;;6;3;"1";2;;2;;;;;3
527657;237;1;1;1;276.065345813144;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;1;2;;1;;;;;;2;3;"1";2;;2;;;;;1
527658;237;1;1;1;309.707678829843;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;3;4;"2";2;;2;;;;;6
527661;237;1;1;1;302.831573167009;;;;1;;;1;;;;;;8;;;;;;;;2;1;;;;;;;;;9;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;3
527663;237;3;1;3;222.553753932689;1;;;;;;;1;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"2";2;;2;;;;;6
527672;237;3;1;3;238.181990739359;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;3;4;"1";2;;2;;;;;8
527724;237;1;1;1;745.832681239551;;;;1;;;1;;;;;;7;;;;;;;;2;;;;;;;;2;;;2;2;2;1;1;;;;;;4;4;"1";2;;2;;;;;3
527777;237;1;1;1;71.7677759392991;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
527781;237;2;1;2;78.0082408260504;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;3
527785;237;1;1;1;41.9548293788762;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;7;4;"2";2;;2;;;;;3
527789;237;1;1;1;40.9715028752448;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;1;1;2;2;1;
527829;237;2;1;2;34.7706865419114;1;;;;;;1;;;;;;5;;1;;;;;;;;;;;;;;;3;;2;2;2;;;;;;;9;;3;"2";2;;1;1;3;1;;
527887;237;1;1;1;41.8493963665184;;;;;;2;;;;1;;;2;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;5;3;"2";2;;1;2;3;1;;
527906;237;1;1;1;1879.45979732799;;;;;;2;1;;;;;;6;1;1;;;;;;;1;1;1;;1;1;1;;;2;2;1;2;1;;;;;;;8;4;"2";2;;1;3;3;1;;
527918;237;3;1;3;451.626017442782;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;3;4;"2";2;;2;;;;;6
527931;237;2;1;2;651.968179083565;;;;1;;;1;;;;;;8;;;1;;;;;;1;;;;;;;;;9;2;2;2;;1;;;;;;9;4;"2";2;;2;;;;;6
527946;237;1;1;1;62.3446127859929;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
527968;237;2;1;2;62.9562327059794;;;;1;;;1;;;;;;6;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;6;4;"1";2;;1;1;4;1;;
528008;237;2;1;2;60.0703393744186;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;3
528018;237;2;1;2;64.2653871177693;;;;1;;;1;;;;;;2;;;;;;1;;;;;;;;;;;3;;2;1;2;;1;;;;;;6;5;"2";2;;1;1;4;1;;
528059;237;4;1;4;70.7980156391203;;;;;;2;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;7;2;"1";2;;2;;;;;3
528115;237;2;1;2;59.143345518493;;;;1;;;1;;;;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;5;"1";2;;1;1;2;2;1;
528169;237;1;1;1;68.0068760418858;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;3;2;"1";2;;2;;;;;6
528227;237;1;1;1;713.882423288625;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;6
528405;237;1;1;1;310.026365201406;1;;;;;;;;;1;;;3;1;1;1;1;1;;;;1;1;1;1;1;1;;;;1;2;2;2;1;;;;;;;1;2;"2";1;5;2;;;;;3
528499;237;2;1;2;145.007724114288;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"2";2;;2;;;;;8
529033;237;1;1;1;917.85433950167;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;1;"1";2;;1;1;1;2;1;
529037;237;1;1;1;1179.95654255476;;;;;;2;1;;;;;;8;;;;;;;1;;;;;;;;;;3;;2;2;1;1;;;;;;;5;4;"1";2;;2;;;;;3
529042;237;1;1;1;978.287668421297;;;;;;2;1;;;;;;6;;;;;;;1;;;;;;;;;2;;;2;2;2;;1;;;;;;7;1;"1";2;;2;;;;;3
529147;237;1;1;1;958.06808361804;1;;;;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;1;2;1;;;;;;;9;4;"2";2;;1;1;3;2;5;
529158;237;2;2;1;690.832545375939;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
529175;237;1;1;1;871.159890308119;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;1;"1";2;;2;;;;;6
529219;237;1;1;1;1707.35703852157;1;;;;;;1;;;;;;6;;1;;;;;;;;;;1;;;;;;9;2;2;2;1;;;;;;;5;4;"2";2;;1;1;3;1;;
529219;237;2;1;2;1707.35703852157;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
529225;237;1;1;1;1057.03647911421;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
529254;237;1;1;1;1643.45526856121;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;1;4;"1";2;;2;;;;;6
529306;237;2;1;2;67.4724895709183;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;10;4;"1";2;;2;;;;;8
529407;237;5;1;5;3157.95377129699;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;7;1;"1";2;;2;;;;;6
529412;237;1;1;1;3722.97876816507;;;;;;2;1;;;;;;8;1;1;;1;;;;;1;1;1;;;1;;;;9;2;2;2;;1;;;;;;9;5;"2";2;;1;1;3;2;2;
529426;237;1;1;1;85.4013451598422;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;6;"1";2;;2;;;;;6
529439;237;1;1;1;105.282573904331;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;6
529448;237;1;1;1;137.733291683114;1;;;;;;1;;;;;;6;1;1;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;8;1;"2";2;;1;3;3;1;;
529468;237;2;1;2;63.0516985683923;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;1;2;2;1;;;;;;;7;4;"1";2;;2;;;;;6
529574;237;1;1;1;100.883363542859;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;2;"1";2;;2;;;;;6
529600;237;1;1;1;336.999325196305;;;;;;2;1;;;;;;5;1;;;;;;;;1;;;;;;;;;2;2;1;2;;1;;;;;;5;4;"2";2;;1;1;1;2;2;
529636;237;1;1;1;248.773699446682;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;5;1;"2";2;;2;;;;;8
529640;237;1;1;1;246.277340829534;;;;1;;;1;;;;;;6;;;;;;;;2;1;;;;;;;;;2;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;8
529641;237;3;1;3;265.541479078112;;;;;;2;1;1;;;;;8;;;;;;;1;;1;;;;;;;;;1;2;2;1;1;;;;;;;5;1;"2";1;8;2;;;;;3
529669;237;1;1;1;335.717089985353;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
529670;237;1;1;1;229.079119917826;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;6;1;"1";2;;2;;;;;8
529699;237;1;1;1;250.981397369468;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;7;4;"1";2;;2;;;;;6
529699;237;2;1;2;250.981397369468;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;7;4;"1";2;;2;;;;;3
529704;237;1;1;1;327.828612402481;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;3
529748;237;1;1;1;270.675976898325;;;;1;;;1;;;;;;3;1;;;;;;;;1;;;;;;;;;2;2;2;2;1;;;;;;;4;1;"1";2;;2;;;;;3
529768;237;1;1;1;356.679979671043;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"2";2;;2;;;;;2
529792;237;3;1;3;952.130380103614;;;;1;;;1;;;;;;7;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;7;4;"1";2;;2;;;;;8
529805;237;1;1;1;227.200570342205;1;;;;;;1;;;1;;;4;1;1;;;;;;;1;1;1;1;1;1;1;;;2;2;2;2;1;;;;;;;5;3;"1";1;4;2;;;;;3
529818;237;1;1;1;662.757094657427;1;;;;;;;;;1;;;3;1;;;;;;;;1;1;1;;;;;;;1;2;2;2;1;;;;;;;4;3;"2";2;;2;;;;;3
529897;237;1;1;1;366.536507354541;;;;;;2;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;1;2;2;1;;;;;;;7;1;"2";2;;2;;;;;3
529897;237;4;1;4;366.536507354541;;;;;;2;1;;;;;;6;1;;;;;;;;;1;;;;;;;;2;1;2;2;1;;;;;;;7;4;"2";2;;1;1;3;1;;
529936;237;1;1;1;65.4210416481245;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;5;6;"1";2;;2;;;;;6
529937;237;2;1;2;67.3740400452315;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;6;"1";2;;2;;;;;6
530035;237;1;1;1;66.7499814458803;1;;;;;;;;;1;;;2;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;8;1;"2";2;;1;3;2;2;1;
530035;237;3;1;3;66.7499814458803;;;;;;2;1;;;;1;;8;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;5;1;"2";2;;2;;;;;7
530036;237;2;1;2;57.0950607383074;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;1;"1";2;;2;;;;;1
530094;237;1;1;1;59.143345518493;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;5;"1";2;;2;;;;;6
530106;237;1;1;1;74.3926178621974;;;;1;;;1;;;;1;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;6;2;"2";2;;1;1;2;2;1;
530120;237;3;1;3;87.6846988940484;;;;;;2;1;;;;;;8;;1;;;;;;;;;;;;;;2;;;2;2;2;1;1;;;;;;8;2;"2";2;;2;;;;;3
530166;237;1;1;1;103.58903032617;1;;;;;;1;;;;;;2;1;;;;;;;;1;;;;;;;;;2;2;2;2;;1;;;;;;5;1;"1";2;;1;1;2;2;1;
530178;237;1;1;1;60.9960879877301;1;;;;;;;;;1;;;8;1;;;;;;;;1;;;;;;;;;1;1;2;2;1;;;;;;;8;1;"2";1;2;1;3;2;2;3;
530210;237;1;1;1;48.0907345416866;1;;;;;;1;;;;;;7;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;6;"1";2;;2;;;;;6
530240;237;2;1;2;54.0536467023765;;;;1;;;;1;;;;;2;1;;;;;;;;;1;;;;;;;;2;2;1;2;1;;;;;;;8;4;"1";2;;2;;;;;6
