"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P553";"P553S1";"P1379";"P1390S1";"P1390S2";"P1390S3";"P1390S5";"P1390S4";"P1389";"P1386";"P1385";"P1380S1";"P1380S2";"P1380S3";"P1380S5";"P1380S6";"P1367S1";"P1367S4";"P1367S5";"P1367S2";"P1367S3";"P554";"P555S1";"P555S2";"P555S7";"P555S3";"P555S4";"P555S5";"P555S6";"P555S8";"P555S9";"P555S10";"P555S11";"P1592S1";"P1592S2";"P1592S3";"P1592S4";"P1228";"P557";"P558";"P1119";"P1593";"P1591";"P1214";"P1368"
535565;237;1;1;1;40.1738393001266;9;1;6;2;1;2;2;2;2;4;1;2;2;2;2;2;2;1;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
535598;237;1;1;1;216.474960535515;4;1;6;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;5;2
535600;237;1;1;1;329.479130206112;6;1;6;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;2;1;3;1;4;1;;;2
535619;237;1;1;1;115.733493823929;4;1;1;1;1;1;2;2;6;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;3;1;1;2;1;;2
535765;237;1;1;1;480.681272580866;12;1;1;2;2;2;1;2;4;3;2;;;;;;2;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;1
535951;237;1;1;1;1349.53290062588;9;1;3;2;2;2;1;2;1;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
536041;237;1;1;1;904.512349542586;9;1;1;1;2;2;2;2;3;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2
536367;237;1;1;1;1533.56180514348;9;1;6;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
536419;237;1;1;1;2042.25312017095;5;1;3;1;2;2;2;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
536469;237;1;1;1;390.583901230845;10;1;2;1;2;1;2;2;5;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;5;2
536504;237;1;1;1;198.406443204062;3;1;3;2;2;2;1;2;4;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
536797;237;1;1;1;67.1210972789062;5;1;6;2;2;2;1;2;4;1;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;2;1;2;2;5;1;;;2
536817;237;1;1;1;62.4581047444125;3;1;3;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
536853;237;6;2;1;81.7877463172074;2;1;1;1;2;2;2;2;1;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
536858;237;1;1;1;64.679761600995;7;1;2;1;2;1;2;2;2;1;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
536971;237;1;1;1;43.9995259059486;4;1;6;1;2;2;2;2;3;4;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
537029;237;1;1;1;41.2820640471613;4;1;1;1;1;2;2;2;6;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2;2;3;;2
537126;237;1;1;1;59.3520827172958;6;1;3;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2
537147;237;1;1;1;59.3520827172958;9;1;6;2;2;2;1;2;3;2;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
537198;237;1;1;1;70.8057081574879;10;2;1;2;1;1;2;2;5;9;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;2;2;1;2;3;;2
537266;237;1;1;1;38.2435416619778;12;1;1;1;1;1;1;2;6;3;2;;;;;;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;;2
537323;237;1;1;1;152.853512708146;3;1;1;1;1;1;2;2;6;1;2;;;;;;2;2;2;1;2;1;1;1;1;1;1;1;2;2;2;2;2;1;1;2;2;1;3;1;4;2;1;;2
537395;237;1;1;1;145.169340852319;3;1;6;2;1;2;2;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
537424;237;1;1;1;89.6852485428029;9;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
537443;237;1;1;1;91.9490077557919;10;1;4;2;2;2;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
537503;237;1;1;1;1866.60662500505;10;1;1;2;1;1;2;2;6;3;2;;;;;;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;;2;1;1;1;1;5;2;3;;2
537516;237;1;1;1;414.921015980383;6;1;1;1;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;4;2
537871;237;1;1;1;37.5722970300813;2;1;6;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;1;4;1;;;2
537910;237;1;1;1;46.1197097930031;11;1;6;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;3;1;1;2;2;;2
537955;237;1;1;1;459.27448033277;8;1;3;2;2;2;1;2;2;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;2;2;2;;;;;;1;2
538000;237;1;1;1;58.1736925771925;5;2;3;2;2;1;2;2;2;4;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;;;;;6;1
538004;237;1;1;1;61.5502702167535;2;1;6;2;1;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;2;2;2;;;;;;6;2
538071;237;1;1;1;56.3991696600669;12;1;3;2;2;1;2;2;3;3;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
538083;237;1;1;1;63.6394487324689;11;1;2;1;1;2;1;2;2;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
538101;237;1;1;1;58.1916298867148;4;1;1;1;2;1;2;2;5;2;2;;;;;;2;2;2;2;1;2;;;;;;;;;;;;2;1;2;2;2;;;;;;3;2
538225;237;1;1;1;52.3212666992465;5;1;3;1;2;1;2;2;6;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2
538237;237;1;1;1;60.900264640698;7;1;1;1;2;2;1;2;3;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;;;;;;4;2
538399;237;1;1;1;654.440550811847;6;1;6;2;1;2;2;2;3;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
538495;237;1;1;1;37.4528177428737;3;1;7;1;2;1;2;2;4;1;1;2;1;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
538507;237;1;1;1;102.154708807362;7;1;3;2;1;2;2;2;1;3;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
538509;237;1;1;1;141.457528310113;4;1;1;1;2;1;2;2;4;3;2;;;;;;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;3;1;;;2
538700;237;1;1;1;78.7941001207313;9;1;6;2;2;2;1;2;1;2;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
538725;237;1;1;1;84.3895473176499;4;2;1;1;1;2;2;2;6;9;2;;;;;;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;1;2;5;1;;;2
538750;237;1;1;1;78.9060786303348;12;1;3;1;2;2;2;2;3;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;4;2
538860;237;1;1;1;1907.64982375681;2;1;3;2;2;2;1;2;3;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
539044;237;1;1;1;74.9595983385623;3;2;6;2;1;2;2;2;2;3;2;;;;;;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;;;;;2;2
539056;237;1;1;1;75.3531560675382;4;1;1;2;2;1;2;2;2;1;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;2;;;;;;7;2
539096;237;1;1;1;60.3591613344454;12;1;3;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;1
539102;237;1;1;1;75.3531560675382;11;1;6;1;1;1;2;2;4;1;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
539177;237;1;1;1;81.2576599335791;10;1;2;2;2;1;2;2;6;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;3;1;5;1;;;2
539221;237;1;1;1;75.8126957890275;9;1;1;1;2;1;2;1;3;2;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;3;;2
539245;237;1;1;1;141.922020939214;3;1;1;1;1;2;2;2;5;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
539299;237;1;1;1;950.906551213664;3;1;1;2;1;2;2;2;2;4;2;;;;;;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
539355;237;1;1;1;224.302079223807;6;1;3;2;2;1;2;2;5;9;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
539367;237;1;1;1;242.561737785045;3;1;3;2;2;2;2;1;4;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;;;;;;1;2
539371;237;1;1;1;411.549540967438;1;1;1;1;2;2;2;2;3;9;2;;;;;;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
539417;237;1;1;1;307.124411004492;12;1;3;1;2;2;2;2;3;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
539463;237;1;1;1;308.959645503813;12;1;6;2;2;2;1;2;4;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;;5;;;;2
539478;237;1;1;1;195.837100432829;4;1;6;1;2;2;2;2;4;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;1;1;5;1;;;2
539535;237;1;1;1;450.402146606827;7;1;2;2;2;1;2;2;4;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
539655;237;1;1;1;64.2878073111897;8;1;1;1;2;2;2;2;4;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
539666;237;1;1;1;79.0280517324335;11;1;1;1;1;2;1;2;4;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
539670;237;1;1;1;63.5578711119102;9;1;1;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
539701;237;1;1;1;158.267572239539;12;1;2;1;2;2;2;2;5;9;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
539748;237;1;1;1;66.4855716568685;11;1;3;1;2;2;2;2;3;3;2;;;;;;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;5;2
539790;237;1;1;1;66.0303197364972;6;1;3;2;2;1;2;2;2;2;1;2;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;3;1;3;2;3;;2
539812;237;1;1;1;73.9576068230275;3;1;6;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;3;1;3;1;;;2
539826;237;1;1;1;70.4531618483072;2;2;3;1;2;2;1;2;2;3;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
539974;237;1;1;1;45.8386550899967;10;1;3;1;2;1;2;2;5;4;1;1;2;2;2;2;2;2;2;1;2;2;;;;;;;;;;;;2;1;2;2;1;1;1;1;1;;;2
539990;237;1;1;1;48.1401299668934;9;1;6;2;1;2;2;2;2;1;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
540441;237;1;1;1;155.982465365843;6;1;6;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
540443;237;1;1;1;181.825089045688;12;1;1;2;2;2;2;1;3;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
540469;237;1;1;1;92.5735726254717;7;1;6;1;2;2;2;2;4;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
540617;237;1;1;1;44.1901895552868;12;1;1;2;2;1;2;2;3;1;2;;;;;;1;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
540695;237;1;1;1;41.8493963665184;6;1;1;1;2;1;2;2;5;4;2;;;;;;1;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2;2;3;;2
540820;237;1;1;1;63.6394487324689;3;1;1;1;1;1;2;2;5;3;2;;;;;;1;2;2;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;1;2;1;3;1;5;1;;;2
540985;237;1;1;1;34.6985327505451;10;1;1;1;2;2;2;2;5;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;1;1;5;1;;;2
541006;237;1;1;1;43.9773381933836;6;1;6;1;2;2;1;2;4;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;1;1;1;1;4;2;1;;2
541274;237;1;1;1;1024.06575807868;2;1;1;2;1;2;2;2;4;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;;;;;;3;2
541482;237;1;1;1;57.5122318386473;10;1;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
541558;237;1;1;1;74.3926178621974;1;1;6;1;2;2;2;2;2;4;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;7;2
541737;237;1;1;1;36.0114746307749;1;1;1;1;2;1;2;2;6;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;1;1;2;2;1;1;1;5;1;;;2
541742;237;1;1;1;1257.51074087287;12;1;6;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
541747;237;1;1;1;68.6868879163544;5;1;1;2;1;1;2;2;6;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;4;2
541887;237;1;1;1;107.727054679016;7;2;2;1;2;2;2;2;4;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
541891;237;1;1;1;117.735971079009;12;1;3;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
542004;237;1;1;1;265.541479078112;9;1;6;1;2;2;1;2;5;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;4;;2
542018;237;1;1;1;193.629402510043;6;1;1;1;1;1;1;2;5;3;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
542087;237;1;1;1;204.60749969495;6;1;3;1;1;2;2;2;2;3;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
542130;237;1;1;1;35.8049856965308;6;1;1;1;2;2;2;2;5;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
542143;237;1;1;1;39.3832738289551;2;1;1;1;2;2;2;2;3;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
542194;237;1;1;1;83.6987927330367;6;1;6;2;2;2;1;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
542387;237;1;1;1;1677.89545439554;9;1;1;1;1;1;2;2;6;3;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;4;2
542426;237;1;1;1;959.951909098321;11;1;1;2;1;1;2;2;5;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2
542528;237;1;1;1;1686.27672418573;2;1;3;2;1;1;1;2;4;4;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;2;2;1;1;1;1;1;;;2
542583;237;1;1;1;492.684528258838;7;2;3;2;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
542584;237;1;1;1;382.351878845429;6;1;3;2;1;2;2;2;1;1;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;1;1;1;1;1;2;1;;2
542690;237;1;1;1;62.88376428934;12;1;4;1;2;1;2;2;5;4;1;1;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;1;2;2;2;;;;;;3;2
542740;237;1;1;1;75.3531560675382;12;2;3;1;2;2;2;2;5;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
542753;237;1;1;1;99.7440917488006;11;1;6;1;2;2;2;2;2;4;2;;;;;;2;2;2;1;2;2;;;;;;;;;;;;2;1;2;2;1;1;1;1;1;;;2
542885;237;1;1;1;93.5499212188046;1;1;6;2;1;2;2;2;2;2;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;1;1;5;2;2;;1
543163;237;1;1;1;541.351953796649;6;1;3;2;2;2;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
543673;237;1;1;1;78.3096866450953;11;1;6;1;1;2;2;2;2;4;2;;;;;;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
543693;237;1;1;1;60.735094072824;2;1;6;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
544103;237;1;1;1;511.259422735783;7;1;1;1;1;1;2;2;6;4;2;;;;;;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;;2;1;1;1;1;4;1;;;2
544152;237;1;1;1;46.0585205280595;1;1;1;1;1;1;1;2;6;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;;;2
544191;237;1;1;1;39.5082526665189;5;2;6;1;2;2;2;2;5;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;2;1;3;1;;;2
544225;237;1;1;1;937.432370949444;10;1;1;1;2;2;2;2;5;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;;2;2;2;;;;;;6;2
544443;237;1;1;1;972.496192109141;2;1;6;2;2;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
544489;237;1;1;1;887.042117212494;7;1;1;1;2;1;2;2;3;4;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;2;2;3;1;;;2
544791;237;1;1;1;992.958008786617;1;2;4;1;2;2;1;2;5;4;1;1;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;1;1;1;1;;;2
544823;237;1;1;1;71.3964936716028;10;1;1;1;2;1;2;2;5;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;4;;2;;;;2
544841;237;1;1;1;69.643536242904;1;1;1;2;1;1;2;2;6;1;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;7;2
545358;237;1;1;1;101.154841446898;1;2;3;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
545478;237;1;1;1;343.611600389645;6;1;1;1;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;7;2
545486;237;1;1;1;599.648830858531;9;1;1;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
545558;237;1;1;1;254.97475593757;3;2;3;2;1;1;2;2;4;4;2;;;;;;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;;;;;3;2
545686;237;1;1;1;41.7163967820443;2;1;3;2;2;2;1;2;2;3;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
546208;237;1;1;1;63.0095404302173;3;1;6;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
546628;237;1;1;1;26.7104814753713;7;1;1;1;2;1;2;2;5;1;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;1;1;1;5;2;1;;2
546862;237;1;1;1;338.192206872872;8;1;1;2;1;1;2;2;6;2;2;;;;;;2;2;2;2;2;1;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;1;4;;5;;;;1
546867;237;1;1;1;39.9088308880635;9;1;1;1;1;1;2;2;6;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;1;1;5;1;;;2
547718;237;1;1;1;195.837100432829;3;1;3;2;1;2;1;2;5;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;4;2
548053;237;1;1;1;58.4416337856869;1;1;1;1;1;1;2;2;5;3;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
548575;237;1;1;1;694.871553523771;11;2;6;2;1;2;2;2;2;3;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;;2;2;2;;;;;;8;2
549118;237;1;1;1;990.168573558135;3;1;1;1;2;2;2;2;5;4;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;1;1;1;2;3;;2
549237;237;1;1;1;917.258781672308;8;1;3;2;2;1;2;2;3;2;1;2;2;2;1;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;4;2
549302;237;1;1;1;362.589514473583;11;1;1;2;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;2;2;1;3;2;5;2;4;;2
549442;237;1;1;1;246.277340829534;10;1;1;1;2;1;2;2;4;2;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;4;;4;;;;2
549464;237;1;1;1;116.343063274815;3;1;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;5;2
549579;237;1;1;1;61.5502702167535;5;1;7;1;1;2;2;2;5;4;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
549581;237;1;1;1;64.0211347947722;1;1;3;2;2;2;1;2;1;1;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
549665;237;1;1;1;1465.71039048257;4;1;1;1;2;2;1;2;4;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
549673;237;1;1;1;235.280176408714;6;1;3;1;2;1;1;2;6;3;1;1;2;2;1;2;2;2;2;2;1;2;;;;;;;;;;;;1;1;2;2;1;2;1;5;2;3;;2
549688;237;1;1;1;253.153446492368;3;2;4;1;1;1;1;2;6;2;1;1;2;2;1;2;2;1;2;2;1;1;2;2;1;2;1;2;2;2;2;2;2;1;2;2;1;1;2;2;4;2;4;;2
549699;237;1;1;1;983.213617740569;6;1;1;1;2;2;2;2;2;3;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;1;1;1;1;1;;;2
