"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P587";"P1313";"P1311";"P1308";"P588";"P1306";"P1226S1";"P1226S2";"P1225";"P1298";"P1297";"P1601";"P1294";"P589";"P590";"P1112";"P1602";"P1603";"P1227"
536162;237;2;1;2;1136.74205747858;"7";1;2;3;1;2;;;6;1;3;2;2;;;;;;9
536164;237;2;1;2;1325.67202297883;"11";1;9;4;1;1;1;2;6;1;4;2;1;1;1;2;2;2;
536473;237;3;1;3;224.375063377891;"11";1;7;4;1;1;1;2;6;1;1;2;2;;;;;;6
536503;237;2;1;2;224.302079223807;"6";1;7;2;1;2;;;6;1;5;2;1;3;3;3;2;1;
536520;237;2;1;2;242.561737785045;"3";1;1;2;1;2;;;6;1;4;2;2;;;;;;6
536520;237;3;1;3;242.561737785045;"3";2;1;3;1;2;;;6;1;4;2;2;;;;;;6
536571;237;1;1;1;369.068012256786;"12";1;7;4;1;2;;;2;1;3;1;2;;;;;;6
536571;237;4;1;4;369.068012256786;"12";1;7;4;1;2;;;6;1;3;1;1;1;1;2;2;3;
536579;237;1;1;1;423.478200921513;"10";1;7;4;1;1;2;1;2;1;4;2;1;3;3;3;1;;
536682;237;4;1;4;67.5310106593997;"8";1;7;4;1;2;;;6;1;3;2;2;;;;;;6
536684;237;2;1;2;61.099130394745;"6";1;2;1;1;2;;;1;1;1;2;2;;;;;;6
536725;237;3;1;3;1642.54096918612;"12";1;7;4;1;2;;;6;1;4;2;2;;;;;;6
536751;237;1;1;1;1706.93238255052;"7";1;7;4;1;1;2;2;6;1;4;2;2;;;;;;6
536853;237;6;2;1;81.7877463172074;"8";1;7;2;1;1;1;2;6;1;2;2;2;;;;;;2
537152;237;1;1;1;56.6990999869274;"4";1;2;4;1;2;;;1;1;3;2;2;;;;;;6
537154;237;1;1;1;74.9595983385623;"2";1;7;4;2;2;;;6;1;4;2;2;;;;;;3
537229;237;3;1;3;43.0313951159272;"6";1;7;3;2;1;2;2;3;2;;2;2;;;;;;7
537301;237;1;1;1;87.2555017489234;"12";1;7;2;2;2;;;6;1;3;2;2;;;;;;3
537424;237;3;1;3;89.6852485428029;"11";1;2;3;1;2;;;6;1;3;2;2;;;;;;3
537509;237;3;1;3;51.5857466154766;"12";2;6;4;1;2;;;6;1;4;2;2;;;;;;6
537544;237;1;1;1;432.646370099506;"6";1;2;1;2;2;;;2;1;4;2;1;1;1;3;1;;
537573;237;1;1;1;72.4579729440158;"12";1;7;3;1;2;;;6;1;4;2;2;;;;;;6
537587;237;1;1;1;67.3022578559962;"11";1;4;3;1;2;;;2;2;;1;1;2;2;4;1;;
537587;237;3;1;3;67.3022578559962;"11";1;2;3;1;2;;;3;1;2;2;2;;;;;;3
537636;237;2;1;2;70.5460261004796;"6";1;7;4;3;1;2;2;6;2;;2;2;;;;;;1
537659;237;2;1;2;65.6752234301037;"7";1;4;4;1;1;2;2;1;1;5;1;1;3;3;1;1;;
537821;237;3;1;3;306.326648482542;"6";1;7;2;4;2;;;6;1;4;2;2;;;;;;6
537829;237;4;1;4;244.456031384331;"5";1;4;4;2;2;;;6;2;;2;2;;;;;;11
537871;237;2;1;2;37.5722970300813;"8";1;7;4;3;1;2;2;3;2;;2;2;;;;;;3
537922;237;2;1;2;78.0082408260504;"12";1;7;4;3;1;1;1;2;2;;2;1;3;1;2;1;;
537985;237;2;1;2;65.7388071787819;"12";1;9;4;3;1;1;1;6;1;4;2;1;1;1;3;1;;
537998;237;3;1;3;62.5416203468096;"11";1;7;1;3;2;;;6;2;;2;2;;;;;;1
538031;237;1;1;1;66.799822264439;"1";1;9;1;1;2;;;6;2;;2;2;;;;;;3
538065;237;2;1;2;70.7928041248395;"12";1;2;4;1;1;1;2;6;1;4;2;2;;;;;;2
538099;237;2;1;2;71.6934221324365;"8";2;7;3;2;1;1;1;1;1;3;1;1;3;3;4;2;4;
538147;237;1;1;1;65.115191692981;"12";1;7;3;7;1;2;2;6;2;;2;2;;;;;;6
538249;237;1;1;1;310.026365201406;"12";1;9;4;1;2;;;6;1;4;2;2;;;;;;5
538398;237;3;1;3;751.978225681919;"10";2;6;1;1;2;;;1;1;2;2;2;;;;;;5
538404;237;4;1;4;1103.7807924165;"12";1;9;4;1;1;1;2;6;1;2;1;1;1;1;2;1;;
538606;237;1;1;1;494.896469764683;"6";1;2;3;1;1;1;2;5;1;3;2;1;1;3;3;1;;
538783;237;1;1;1;96.1226378660549;"4";1;3;4;1;2;;;3;1;3;2;2;;;;;;6
538879;237;3;1;3;1128.04639954288;"11";1;7;2;1;2;;;4;2;;2;2;;;;;;4
538907;237;1;1;1;1096.66625557766;"2";1;3;3;1;2;;;6;1;4;2;2;;;;;;6
539059;237;2;1;2;65.7586305975624;"12";1;7;4;3;1;1;2;3;2;;1;2;;;;;;1
539252;237;1;1;1;124.731218664976;"11";2;3;1;2;2;;;6;1;2;1;2;;;;;;5
539298;237;3;1;3;1307.73959172153;"10";1;2;1;2;2;;;6;1;1;2;2;;;;;;5
539418;237;1;1;1;224.302079223807;"10";1;2;2;1;2;;;6;1;3;1;2;;;;;;2
539418;237;2;1;2;224.302079223807;"10";1;2;2;2;1;2;2;6;1;3;2;2;;;;;;2
539482;237;2;1;2;780.136503558225;"8";1;6;4;1;1;2;2;6;2;;2;2;;;;;;6
539652;237;4;1;4;50.1801314048249;"3";1;7;4;2;1;2;1;5;1;4;1;1;3;3;3;2;4;
539654;237;1;1;1;64.609082325657;"4";1;2;3;5;2;;;2;1;3;2;1;3;3;3;1;;
539654;237;2;1;2;64.609082325657;"4";1;7;2;2;2;;;2;1;3;2;2;;;;;;3
539655;237;1;1;1;64.2878073111897;"10";1;2;4;3;1;2;1;6;1;4;1;2;;;;;;4
539661;237;2;1;2;69.4067476128098;"12";2;7;3;2;1;1;2;1;1;4;1;1;1;1;2;2;2;
539740;237;3;1;3;76.0769925122295;"7";1;1;2;3;1;2;2;6;1;4;2;1;1;1;1;1;;
539751;237;1;1;1;61.6211342215743;"9";1;7;4;1;2;;;2;2;;1;1;3;3;3;1;;
539751;237;2;1;2;61.6211342215743;"12";1;2;4;1;1;2;1;2;2;;2;1;3;3;3;1;;
539825;237;1;1;1;74.3926178621974;"10";1;2;4;4;1;2;2;1;1;4;1;1;1;1;5;2;1;
539829;237;1;1;1;81.2795920802017;"7";1;9;1;2;1;2;2;6;1;4;2;2;;;;;;6
539883;237;5;1;5;64.6840342702467;"7";1;7;1;1;2;;;6;1;4;2;2;;;;;;1
540200;237;1;1;1;643.350590060988;"2";1;2;4;1;2;;;6;1;4;2;2;;;;;;3
540303;237;1;1;1;1124.49997441029;"11";1;9;3;1;2;;;6;1;2;2;2;;;;;;8
540335;237;1;1;1;74.1657537923191;"12";1;2;4;6;2;;;6;1;1;2;2;;;;;;6
540520;237;1;1;1;354.521855602262;"6";1;2;4;2;1;2;1;6;1;1;1;1;3;3;3;2;5;
540611;237;4;1;4;47.9246815822343;"11";1;7;1;2;2;;;6;2;;2;2;;;;;;6
540682;237;1;1;1;41.088817615471;"12";1;2;2;1;1;2;1;5;1;5;1;1;3;3;3;1;;
540749;237;3;1;3;67.2932691177248;"12";1;7;1;8;2;;;6;1;4;2;2;;;;;;6
540754;237;1;1;1;66.799822264439;"10";1;9;4;2;2;;;6;2;;2;2;;;;;;8
540880;237;1;1;1;1245.35142229355;"1";2;2;9;8;1;1;2;1;1;1;2;2;;;;;;2
541432;237;4;1;4;64.1846161902626;"11";1;1;2;1;2;;;7;1;2;2;2;;;;;;11
541432;237;6;1;6;64.1846161902626;"2";1;4;3;1;2;;;6;1;1;2;2;;;;;;6
541436;237;4;1;4;68.8562022211189;"3";1;7;2;1;2;;;2;1;3;2;2;;;;;;10
541440;237;2;1;2;67.3306712569187;"12";1;7;4;1;1;2;2;6;1;4;2;2;;;;;;1
541574;237;2;1;2;69.1204500125778;"6";1;7;4;3;1;2;2;6;1;4;2;2;;;;;;9
541847;237;3;1;3;75.6927990794513;"11";1;7;4;8;1;1;2;6;1;4;2;2;;;;;;2
541974;237;3;1;3;240.076284338646;"10";1;2;3;1;2;;;6;1;4;2;2;;;;;;3
541980;237;1;1;1;222.480769778604;"11";1;4;3;1;2;;;2;1;4;1;1;2;2;4;2;3;
542093;237;4;1;4;810.130721903196;"12";1;9;1;6;2;;;6;2;;2;2;;;;;;6
542218;237;1;1;1;108.72178431697;"6";1;2;3;3;2;;;6;1;1;2;2;;;;;;5
542514;237;4;1;4;52.3546879246342;"10";1;7;4;2;1;1;1;2;1;2;2;1;3;3;2;2;1;
542523;237;1;1;1;1670.98449626479;"12";2;9;4;1;1;1;2;2;2;;2;1;1;1;1;1;;
543131;237;3;1;3;182.705222243308;"6";1;7;3;3;2;;;2;2;;2;1;2;1;1;1;;
543653;237;1;1;1;61.2599253112343;"12";1;9;1;6;1;2;1;2;2;;2;1;3;3;4;1;;
543655;237;1;1;1;63.9166914781638;"10";1;2;4;2;1;2;1;6;1;1;1;1;3;3;1;1;;
543655;237;2;1;2;63.9166914781638;"10";1;2;4;2;2;;;2;1;1;1;1;3;3;2;1;;
543667;237;1;1;1;63.874456179983;"3";1;2;2;2;2;;;6;1;1;2;2;;;;;;5
543694;237;4;2;3;79.9594362145179;"12";1;7;1;2;2;;;6;1;2;2;2;;;;;;6
544318;237;1;1;1;156.260414103535;"5";1;7;2;3;1;2;2;6;2;;2;2;;;;;;3
544680;237;1;1;1;1071.15264642132;"5";1;1;9;1;2;;;3;2;;1;2;;;;;;1
544746;237;1;1;1;607.244562598283;"9";1;7;3;2;2;;;2;1;3;1;1;3;3;3;1;;
545387;237;1;1;1;302.758589012924;"2";1;6;2;1;1;1;2;3;2;;2;2;;;;;;11
545486;237;1;1;1;599.648830858531;"1";1;2;4;1;1;2;2;6;1;5;2;2;;;;;;2
546036;237;1;1;1;72.1181715048041;"3";1;7;2;1;2;;;6;2;;2;2;;;;;;3
547243;237;2;1;2;909.345960863759;"8";1;2;3;1;1;2;2;2;1;5;1;2;;;;;;3
547279;237;5;1;5;949.279742540862;"11";1;6;3;2;2;;;2;2;;2;2;;;;;;11
547683;237;1;1;1;246.277340829534;"10";1;4;4;1;2;;;6;1;1;2;2;;;;;;7
547685;237;3;1;3;285.236058606968;"3";1;1;2;1;2;;;5;1;4;2;2;;;;;;3
549302;237;1;1;1;362.589514473583;"12";1;3;3;1;2;;;2;1;3;1;1;1;2;4;1;;
549308;237;3;1;3;48.6119952005828;"5";1;1;2;2;2;;;6;1;4;2;2;;;;;;3
549319;237;4;1;4;685.503960998026;"6";1;7;3;5;1;2;2;3;2;;2;2;;;;;;7
549322;237;2;1;2;566.98629387179;"2";2;7;2;2;1;2;2;6;2;;2;2;;;;;;6
549359;237;5;1;5;59.04472729375;"6";1;1;3;1;2;;;6;2;;2;2;;;;;;6
549426;237;1;1;1;285.236058606968;"11";1;3;4;3;2;;;6;2;;1;2;;;;;;3
549427;237;2;1;2;246.277340829534;"8";1;7;4;8;2;;;6;2;;2;2;;;;;;6
549427;237;3;1;3;246.277340829534;"10";1;6;4;1;2;;;6;1;4;2;2;;;;;;6
549579;237;1;1;1;61.5502702167535;"5";1;2;4;3;2;;;3;1;3;2;2;;;;;;3
549582;237;1;1;1;66.428706431413;"6";1;7;3;1;2;;;6;1;4;2;2;;;;;;6
549583;237;1;1;1;55.3489125250036;"7";1;7;4;1;2;;;6;2;;1;1;1;1;1;1;;
549595;237;3;1;3;57.7960659628443;"7";1;2;4;1;2;;;6;1;3;2;1;1;1;1;2;2;
549604;237;1;1;1;193.629402510043;"2";1;7;4;2;2;;;4;1;4;2;2;;;;;;3
549665;237;1;1;1;1465.71039048257;"11";1;2;2;3;2;;;6;2;;2;2;;;;;;10
549687;237;2;1;2;276.138329967228;"12";1;2;1;6;2;;;2;1;3;1;1;1;1;3;1;;
549691;237;3;1;3;67.9547298562699;"7";1;9;1;1;2;;;6;2;;2;2;;;;;;6
549692;237;2;1;2;61.973496952967;"7";2;7;1;1;1;2;2;6;1;4;2;2;;;;;;6
549708;237;3;1;3;972.597502302649;"8";2;10;4;2;1;2;2;6;2;;2;2;;;;;;4
549712;237;3;1;3;917.258781672308;"4";1;7;1;1;1;1;2;3;2;;2;1;1;1;1;2;1;
549714;237;3;1;3;1083.87291192078;"9";1;9;1;6;1;2;2;6;2;;2;2;;;;;;6
549718;237;1;1;1;1863.1242040358;"11";1;4;4;1;1;2;2;2;1;5;1;1;1;1;3;2;2;
549719;237;2;1;2;959.356351268959;"3";1;7;3;8;2;;;6;1;2;2;2;;;;;;6
