"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"DEPMUNI";"CIUDADES28";"CLASE";"P1987";"P1988";"P1988S1";"P1989";"P1990"
517930;235;1;1;1;586.579340286485;"00000";"0";"Cabecera";1;1;1;1;1
517931;235;1;1;1;650.43341120525;"00000";"0";"Cabecera";1;1;1;2;1
517932;235;1;1;1;841.449531994303;"00000";"0";"Cabecera";1;1;1;1;1
517933;235;1;1;1;509.344702081082;"00000";"0";"Cabecera";1;1;1;1;1
517934;235;1;1;1;668.584776097504;"00000";"0";"Cabecera";1;1;1;1;1
517936;235;1;1;1;673.993515540512;"00000";"0";"Cabecera";1;1;1;1;1
517937;235;1;1;1;696.477353726951;"00000";"0";"Cabecera";1;1;1;1;1
517938;235;1;1;1;560.503924895653;"00000";"0";"Cabecera";1;1;1;1;1
517939;235;1;1;1;561.773401817535;"00000";"0";"Cabecera";3;1;1;1;1
517940;235;1;1;1;613.725363271799;"00000";"0";"Cabecera";1;1;1;1;1
517941;235;1;1;1;629.780758241428;"00000";"0";"Cabecera";1;1;1;1;1
517942;235;1;1;1;621.564815804059;"00000";"0";"Cabecera";3;1;1;2;1
517943;235;1;1;1;556.067111881395;"00000";"0";"Cabecera";1;1;1;2;1
517946;235;1;1;1;639.198158397637;"00000";"0";"Cabecera";1;1;1;1;1
517947;235;1;1;1;606.697392188354;"00000";"0";"Cabecera";1;1;1;1;1
517948;235;1;1;1;598.481449750985;"00000";"0";"Cabecera";1;1;1;1;1
517949;235;1;1;1;615.638054062375;"00000";"0";"Cabecera";1;1;1;3;1
517950;235;1;1;1;722.736048249833;"00000";"0";"Cabecera";1;1;1;1;1
517951;235;1;1;1;658.272863737509;"00000";"0";"Cabecera";1;1;1;1;1
517952;235;1;1;1;595.636033139001;"00000";"1";"Cabecera";1;1;1;2;1
517954;235;1;1;1;968.916844065526;"00000";"0";"Centro poblado y rur";1;2;;1;1
517958;235;1;1;1;656.627550653938;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517959;235;1;1;1;1051.33756454075;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517960;235;1;1;1;1027.78776912062;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517961;235;1;1;1;821.900938928929;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517962;235;1;1;1;842.073823662433;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517963;235;1;1;1;1363.65541661319;"00000";"0";"Centro poblado y rur";1;1;1;3;1
517964;235;1;1;1;958.908043985795;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517965;235;1;1;1;1343.48253187969;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517966;235;1;1;1;867.775203843809;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517967;235;1;1;1;867.775203843809;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517968;235;1;1;1;797.606109632612;"00000";"0";"Centro poblado y rur";1;1;1;1;3
517969;235;1;1;1;1329.94153653929;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517970;235;1;1;1;1023.62353280365;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517971;235;1;1;1;915.058637918967;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517972;235;1;1;1;1166.11280191471;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517973;235;1;1;1;968.916844065526;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517974;235;1;1;1;915.058637918967;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517975;235;1;1;1;927.854599383184;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517976;235;1;1;1;1185.58606687399;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517977;235;1;1;1;1188.37322825847;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517978;235;1;1;1;1229.43547294081;"00000";"0";"Centro poblado y rur";2;1;1;1;1
517979;235;1;1;1;1095.21552926843;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517980;235;1;1;1;674.139999916147;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517981;235;1;1;1;1250.42828160503;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517982;235;1;1;1;777.306498985917;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517983;235;1;1;1;901.489083917714;"00000";"0";"Centro poblado y rur";1;1;1;1;1
517984;235;1;1;1;1025.70022751036;"00000";"0";"Centro poblado y rur";1;1;1;2;1
517985;235;1;1;1;69.3008700128815;"17001";"1";"Cabecera";1;1;1;1;1
517987;235;1;1;1;60.0703393744186;"17001";"1";"Cabecera";1;1;3;2;1
517988;235;1;1;1;63.4469170139796;"17001";"1";"Cabecera";1;1;2;2;1
517989;235;1;1;1;79.3867288860947;"17001";"1";"Cabecera";2;1;3;2;1
517990;235;1;1;1;73.5564870273708;"17001";"1";"Cabecera";2;1;3;2;1
517991;235;1;1;1;55.3489125250036;"17001";"1";"Cabecera";2;1;3;1;1
517992;235;1;1;1;63.4469170139796;"17001";"1";"Cabecera";1;1;3;1;1
517993;235;1;1;1;61.2599253112343;"17001";"1";"Cabecera";1;1;3;2;1
517994;235;1;1;1;71.2138813676545;"17001";"1";"Cabecera";2;1;6;2;1
517995;235;1;1;1;78.8289645256336;"17001";"1";"Cabecera";1;1;2;2;1
517996;235;1;1;1;60.8888094782083;"17001";"1";"Cabecera";1;1;4;1;1
517997;235;1;1;1;61.5502702167535;"17001";"1";"Cabecera";1;1;4;1;1
517998;235;1;1;1;64.0211347947722;"17001";"1";"Cabecera";1;1;2;1;1
517999;235;1;1;1;67.3852737549684;"17001";"1";"Cabecera";1;1;2;1;1
518000;235;1;1;1;67.5310106593997;"17001";"1";"Cabecera";1;1;3;1;1
518001;235;1;1;1;64.0039344359164;"17001";"1";"Cabecera";1;1;2;1;1
518002;235;1;1;1;56.8047158327882;"17001";"1";"Cabecera";2;1;3;1;1
518003;235;1;1;1;64.5255488528647;"17001";"1";"Cabecera";1;1;2;1;1
518004;235;1;1;1;67.1210972789062;"17001";"1";"Cabecera";1;1;3;2;1
518005;235;1;1;1;63.3734038063193;"17001";"1";"Cabecera";2;1;2;2;1
518006;235;1;1;1;55.609074260099;"17001";"1";"Cabecera";1;1;2;1;1
518007;235;1;1;1;67.6643849507507;"17001";"1";"Cabecera";2;1;2;2;1
518008;235;1;1;1;64.5255488528647;"17001";"1";"Cabecera";2;1;2;1;1
518009;235;1;1;1;65.0997666336572;"17001";"1";"Cabecera";2;1;2;2;1
518010;235;1;1;1;65.1680988817992;"17001";"1";"Cabecera";1;1;2;1;1
518011;235;1;1;1;63.0022879732934;"17001";"1";"Cabecera";2;1;2;2;1
518012;235;1;1;1;57.8025767441665;"17001";"1";"Cabecera";1;1;2;1;1
518013;235;1;1;1;63.7372619194988;"17001";"1";"Cabecera";1;1;6;1;1
518014;235;1;1;1;61.2599253112343;"17001";"1";"Cabecera";1;1;1;1;1
518015;235;1;1;1;70.4629965734825;"17001";"1";"Cabecera";1;1;2;1;1
518018;235;1;1;1;58.4640374827117;"17001";"1";"Cabecera";2;1;2;2;1
518019;235;1;1;1;70.1352495287694;"17001";"1";"Cabecera";2;1;2;1;1
518020;235;1;1;1;50.4941486994457;"17001";"1";"Cabecera";1;1;3;1;1
518021;235;1;1;1;67.3740400452315;"17001";"1";"Cabecera";2;1;3;4;1
518022;235;1;1;1;67.6643849507507;"17001";"1";"Cabecera";2;1;2;1;1
518025;235;1;1;1;66.799822264439;"17001";"1";"Cabecera";3;1;3;2;1
518026;235;1;1;1;67.1210972789062;"17001";"1";"Cabecera";2;1;2;2;1
518027;235;1;1;1;57.9070200607749;"17001";"1";"Cabecera";1;1;2;1;1
518028;235;1;1;1;67.1210972789062;"17001";"1";"Cabecera";1;1;4;2;1
518029;235;1;1;1;61.2100844926756;"17001";"1";"Cabecera";1;1;3;2;1
518030;235;1;1;1;57.8025767441665;"17001";"1";"Cabecera";2;1;3;1;1
518031;235;1;1;1;64.5255488528647;"17001";"1";"Cabecera";1;1;3;2;1
518032;235;1;1;1;61.2599253112343;"17001";"1";"Cabecera";2;1;3;2;1
518033;235;1;1;1;61.1489712133037;"17001";"1";"Cabecera";1;1;3;1;1
518034;235;1;1;1;60.0703393744186;"17001";"1";"Cabecera";1;1;3;1;1
518035;235;1;1;1;66.799822264439;"17001";"1";"Cabecera";2;1;2;2;1
518036;235;1;1;1;67.0029242122056;"17001";"1";"Cabecera";1;1;3;1;1
518037;235;1;1;1;64.2878073111897;"17001";"1";"Cabecera";2;1;3;2;1
518038;235;1;1;1;60.0703393744186;"17001";"1";"Cabecera";2;1;3;2;1
518039;235;1;1;1;60.0703393744186;"17001";"1";"Cabecera";2;1;3;2;1
518040;235;1;1;1;70.5588926593552;"17001";"1";"Cabecera";1;1;3;2;1
518041;235;1;1;1;61.5502702167535;"17001";"1";"Cabecera";2;1;3;2;1
518042;235;1;1;1;63.2577223344808;"17001";"1";"Cabecera";1;1;3;1;1
518043;235;1;1;1;60.0703393744186;"17001";"1";"Cabecera";1;1;3;1;1
518044;235;1;1;1;62.3446127859929;"17001";"1";"Cabecera";2;1;3;2;1
518045;235;1;1;1;54.159326588188;"17001";"1";"Cabecera";1;1;3;4;1
518046;235;1;1;1;62.6349576915121;"17001";"1";"Cabecera";1;1;3;1;1
518047;235;1;1;1;66.0424654400212;"17001";"1";"Cabecera";2;1;3;1;1
518048;235;1;1;1;52.3434507184686;"17001";"1";"Cabecera";2;1;2;2;1
518049;235;1;1;1;63.5578711119102;"17001";"1";"Cabecera";1;1;2;1;1
518050;235;1;1;1;69.0977680651149;"17001";"1";"Cabecera";1;1;2;1;1
518051;235;1;1;1;64.5255488528647;"17001";"1";"Cabecera";2;1;2;2;1
518052;235;1;1;1;64.5255488528647;"17001";"1";"Cabecera";1;1;2;1;1
518053;235;1;1;1;55.609074260099;"17001";"1";"Cabecera";1;1;2;1;1
518054;235;1;1;1;65.9315113420906;"17001";"1";"Cabecera";1;1;2;1;1
518055;235;1;1;1;61.1489712133037;"17001";"1";"Cabecera";2;1;2;1;1
518056;235;1;1;1;64.8468238673319;"17001";"1";"Cabecera";2;1;2;1;1
518057;235;1;1;1;60.0703393744186;"17001";"1";"Cabecera";2;1;2;1;1
518058;235;1;1;1;64.5255488528647;"17001";"1";"Cabecera";2;1;2;2;1
518060;235;1;1;1;79.0963839805755;"17001";"1";"Cabecera";2;1;2;2;1
518061;235;1;1;1;58.98565189966;"17001";"1";"Cabecera";2;1;2;2;1
518062;235;1;1;1;60.8888094782083;"17001";"1";"Cabecera";2;1;2;2;1
518064;235;1;1;1;62.9562327059794;"17001";"1";"Cabecera";1;1;2;2;1
518065;235;1;1;1;66.799822264439;"17001";"1";"Cabecera";1;1;2;1;1
518067;235;1;1;1;67.3740400452315;"17001";"1";"Cabecera";2;1;2;2;1
518068;235;1;1;1;67.1210972789062;"17001";"1";"Cabecera";1;1;2;1;1
518069;235;1;1;1;66.428706431413;"17001";"1";"Cabecera";2;1;2;2;1
518071;235;1;1;1;60.3606842799378;"17001";"1";"Cabecera";1;1;2;1;1
518072;235;1;1;1;58.1736925771925;"17001";"1";"Cabecera";2;1;2;1;1
518073;235;1;1;1;67.985659965218;"17001";"1";"Cabecera";2;1;2;1;1
518074;235;1;1;1;61.0458561586609;"17001";"1";"Cabecera";2;1;2;1;1
518075;235;1;1;1;67.0901671699581;"17001";"1";"Cabecera";2;1;2;2;1
518076;235;1;1;1;67.0403263513995;"17001";"1";"Cabecera";1;1;1;1;1
518077;235;1;1;1;67.6643849507507;"17001";"1";"Cabecera";2;1;2;2;1
518078;235;1;1;1;78.5221661997829;"17001";"1";"Cabecera";1;1;2;2;1
518079;235;1;1;1;64.7286508006313;"17001";"1";"Cabecera";1;1;2;1;1
518080;235;1;1;1;67.0029242122056;"17001";"1";"Cabecera";1;1;2;2;1
518081;235;1;1;1;67.0403263513995;"17001";"1";"Cabecera";1;1;2;2;1
518082;235;1;1;1;57.8833476716733;"17001";"1";"Cabecera";3;1;2;2;1
518083;235;1;1;1;63.052128791852;"17001";"1";"Cabecera";2;1;2;2;1
518084;235;1;1;1;55.609074260099;"17001";"1";"Cabecera";2;1;2;3;1
518085;235;1;1;1;60.0703393744186;"17001";"1";"Cabecera";2;1;2;1;1
518086;235;1;1;1;64.6365029507952;"17001";"1";"Cabecera";1;1;2;1;1
518087;235;1;1;1;60.3843566690394;"17001";"1";"Cabecera";1;1;2;1;1
518088;235;1;1;1;58.3702837436369;"17001";"1";"Cabecera";2;1;2;1;1
518089;235;1;1;1;48.9905454680092;"17001";"1";"Cabecera";1;1;2;1;1
518090;235;1;1;1;70.336880001978;"17001";"1";"Cabecera";2;1;2;1;1
518091;235;1;1;1;63.9974624056705;"17001";"1";"Cabecera";2;1;2;2;1
518092;235;1;1;1;62.2512754412904;"17001";"1";"Cabecera";1;1;2;1;1
518093;235;1;1;1;63.4469170139796;"17001";"1";"Cabecera";2;1;3;1;1
518094;235;1;1;1;52.2626797909618;"17001";"1";"Cabecera";2;1;3;1;1
518095;235;1;1;1;59.2759968051792;"17001";"1";"Cabecera";2;1;2;2;1
518096;235;1;1;1;61.8406151222726;"17001";"1";"Cabecera";2;1;3;2;1
518097;235;1;1;1;60.0703393744186;"17001";"1";"Cabecera";2;1;3;1;1
518098;235;1;1;1;66.799822264439;"17001";"1";"Cabecera";2;1;2;2;1
518099;235;1;1;1;66.799822264439;"17001";"1";"Cabecera";2;1;2;2;1
518100;235;1;1;1;61.1489712133037;"17001";"1";"Cabecera";2;1;2;1;1
518101;235;1;1;1;60.0703393744186;"17001";"1";"Cabecera";1;1;3;2;1
518102;235;1;1;1;79.602269513226;"17001";"1";"Cabecera";2;1;3;1;1
518103;235;1;1;1;66.799822264439;"17001";"1";"Cabecera";2;1;3;2;1
518104;235;1;1;1;61.099130394745;"17001";"1";"Cabecera";1;1;3;1;1
518105;235;1;1;1;69.6293639961188;"17001";"1";"Cabecera";2;1;3;4;1
518106;235;1;1;1;61.1489712133037;"17001";"1";"Cabecera";2;1;3;2;1
518107;235;1;1;1;72.9822692465782;"17001";"1";"Cabecera";2;1;3;1;1
518108;235;1;1;1;58.98565189966;"17001";"1";"Cabecera";2;1;3;2;1
518109;235;1;1;1;56.7239449052815;"17001";"1";"Cabecera";1;1;3;1;1
518110;235;1;1;1;64.6365029507952;"17001";"1";"Cabecera";2;1;3;1;1
518112;235;1;1;1;63.9974624056705;"17001";"1";"Cabecera";2;1;2;2;1
518115;235;1;1;1;56.8047158327882;"17001";"1";"Cabecera";2;1;2;2;1
518116;235;1;1;1;57.8833476716733;"17001";"1";"Cabecera";2;1;2;2;1
518117;235;1;1;1;61.5502702167535;"17001";"1";"Cabecera";2;1;3;2;1
518118;235;1;1;1;62.2638418584862;"17001";"1";"Cabecera";2;1;3;2;1
518119;235;1;1;1;70.4976749184672;"17001";"1";"Cabecera";2;1;3;2;1
518120;235;1;1;1;61.1489712133037;"17001";"1";"Cabecera";2;1;3;2;1
518121;235;1;1;1;66.799822264439;"17001";"1";"Cabecera";1;1;3;2;1
518123;235;1;1;1;66.799822264439;"17001";"1";"Cabecera";1;1;2;1;1
518124;235;1;1;1;63.9166914781638;"17001";"1";"Cabecera";2;1;3;2;1
518125;235;1;1;1;64.0039344359164;"17001";"1";"Cabecera";2;1;3;2;1
518126;235;1;1;1;61.5502702167535;"17001";"1";"Cabecera";2;1;3;1;1
518127;235;1;1;1;61.8406151222726;"17001";"1";"Cabecera";1;1;3;1;1
518128;235;1;1;1;58.1736925771925;"17001";"1";"Cabecera";1;1;3;1;1
518129;235;1;1;1;66.799822264439;"17001";"1";"Cabecera";2;1;3;2;1
518130;235;1;1;1;67.4114421844254;"17001";"1";"Cabecera";1;1;3;2;1
518131;235;1;1;1;61.2599253112343;"17001";"1";"Cabecera";1;1;3;1;1
518132;235;1;1;1;67.0029242122056;"17001";"1";"Cabecera";1;1;2;2;1
518133;235;1;1;1;54.159326588188;"17001";"1";"Cabecera";2;1;3;1;1
518134;235;1;1;1;60.0703393744186;"17001";"1";"Cabecera";1;1;2;1;1
518135;235;1;1;1;60.7778553802777;"17001";"1";"Cabecera";2;1;3;1;1
518136;235;1;1;1;60.8888094782083;"17001";"1";"Cabecera";2;1;3;2;1
518137;235;1;1;1;70.1763999039999;"17001";"1";"Cabecera";2;1;2;2;1
518138;235;1;1;1;52.3434507184686;"17001";"1";"Cabecera";2;1;3;2;1
518139;235;1;1;1;67.3740400452315;"17001";"1";"Cabecera";2;1;2;2;1
518140;235;1;1;1;60.0703393744186;"17001";"1";"Cabecera";2;1;2;2;1
518142;235;1;1;1;55.609074260099;"17001";"1";"Cabecera";1;1;2;1;1
518144;235;1;1;1;66.7499814458803;"17001";"1";"Cabecera";2;1;2;1;1
518145;235;1;1;1;63.9974624056705;"17001";"1";"Cabecera";2;1;2;2;1
518146;235;1;1;1;63.9974624056705;"17001";"1";"Cabecera";2;1;2;1;1
518147;235;1;1;1;58.8746978017294;"17001";"1";"Cabecera";2;1;2;2;1
518148;235;1;1;1;73.2352120129035;"17001";"1";"Cabecera";2;1;2;2;1
518152;235;1;1;1;75.1807030356115;"73001";"1";"Cabecera";1;1;3;2;1
518154;235;1;1;1;67.3974393409893;"73001";"1";"Cabecera";2;1;3;1;1
518155;235;1;1;1;72.1761725198957;"73001";"1";"Cabecera";2;1;2;1;1
518156;235;1;1;1;131.611381573317;"73001";"1";"Cabecera";1;1;1;2;1
518157;235;1;1;1;59.143345518493;"73001";"1";"Cabecera";2;1;3;1;1
518159;235;1;1;1;74.3926178621974;"73001";"1";"Cabecera";2;1;3;2;1
518160;235;1;1;1;73.014460981422;"73001";"1";"Cabecera";2;1;2;2;1
518161;235;1;1;1;59.7527822193895;"73001";"1";"Cabecera";2;1;1;1;1
518162;235;1;1;1;60.735094072824;"73001";"1";"Cabecera";2;1;1;1;1
518163;235;1;1;1;64.1283259151901;"73001";"1";"Cabecera";2;1;2;3;1
518164;235;1;1;1;73.3370449065971;"73001";"1";"Cabecera";2;1;4;1;1
518165;235;1;1;1;61.1199018238816;"73001";"1";"Cabecera";2;1;2;1;1
518166;235;1;1;1;73.8135834311194;"73001";"1";"Cabecera";1;1;3;1;1
518167;235;1;1;1;59.143345518493;"73001";"1";"Cabecera";1;1;3;1;1
518168;235;1;1;1;76.3016214620683;"73001";"1";"Cabecera";2;1;2;2;1
518169;235;1;1;1;87.1332632082436;"73001";"1";"Cabecera";1;1;3;1;1
518170;235;1;1;1;58.5919098326881;"73001";"1";"Cabecera";1;1;3;2;1
518171;235;1;1;1;56.3174634752947;"73001";"1";"Cabecera";1;1;3;1;1
518173;235;1;1;1;56.8688991610996;"73001";"1";"Cabecera";1;1;3;2;1
518174;235;1;1;1;59.7732538207445;"73001";"1";"Cabecera";1;1;3;1;1
518175;235;1;1;1;60.735094072824;"73001";"1";"Cabecera";1;1;3;1;1
518176;235;1;1;1;66.8460036551844;"73001";"1";"Cabecera";1;1;3;1;1
518177;235;1;1;1;63.6394487324689;"73001";"1";"Cabecera";1;1;3;1;1
518178;235;1;1;1;68.0068760418858;"73001";"1";"Cabecera";1;1;3;2;1
518179;235;1;1;1;66.0303197364972;"73001";"1";"Cabecera";1;1;3;1;1
518180;235;1;1;1;63.0095404302173;"73001";"1";"Cabecera";1;1;3;2;1
518181;235;1;1;1;59.931430691907;"73001";"1";"Cabecera";1;1;3;1;1
518182;235;1;1;1;67.3974393409893;"73001";"1";"Cabecera";1;1;3;1;1
518183;235;1;1;1;79.0051457228083;"73001";"1";"Cabecera";1;1;3;1;1
518184;235;1;1;1;53.7399155516158;"73001";"1";"Cabecera";1;1;3;1;1
518185;235;1;1;1;70.5264229504731;"73001";"1";"Cabecera";2;1;3;2;1
518186;235;1;1;1;73.6238976823186;"73001";"1";"Cabecera";1;1;1;2;1
518187;235;1;1;1;69.9749872646682;"73001";"1";"Cabecera";2;1;3;2;1
518188;235;1;1;1;74.3926178621974;"73001";"1";"Cabecera";1;1;3;3;1
518189;235;1;1;1;72.7276082057006;"73001";"1";"Cabecera";1;1;3;1;1
518190;235;1;1;1;74.3926178621974;"73001";"1";"Cabecera";1;1;2;3;1
518191;235;1;1;1;66.0303197364972;"73001";"1";"Cabecera";2;1;3;2;1
518192;235;1;1;1;67.7146943865292;"73001";"1";"Cabecera";1;1;2;2;1
518193;235;1;1;1;72.7276082057006;"73001";"1";"Cabecera";1;1;3;1;1
518194;235;1;1;1;64.679761600995;"73001";"1";"Cabecera";1;1;3;1;1
518195;235;1;1;1;59.143345518493;"73001";"1";"Cabecera";2;1;1;1;1
518196;235;1;1;1;81.3960167268366;"73001";"1";"Cabecera";1;1;3;1;1
518197;235;1;1;1;70.2116367522774;"73001";"1";"Cabecera";2;1;1;2;1
518198;235;1;1;1;71.5667358189992;"73001";"1";"Cabecera";1;1;3;1;1
518199;235;1;1;1;60.5104651229851;"73001";"1";"Cabecera";2;1;3;2;1
518200;235;1;1;1;68.2519765930797;"73001";"1";"Cabecera";1;1;3;1;1
518201;235;1;1;1;73.014460981422;"73001";"1";"Cabecera";2;1;3;1;1
518202;235;1;1;1;71.5667358189992;"73001";"1";"Cabecera";1;1;2;1;1
518203;235;1;1;1;64.7377626160866;"73001";"1";"Cabecera";1;1;3;2;1
518204;235;1;1;1;56.8688991610996;"73001";"1";"Cabecera";1;1;3;1;1
518205;235;1;1;1;64.679761600995;"73001";"1";"Cabecera";1;1;3;1;1
518206;235;1;1;1;72.7276082057006;"73001";"1";"Cabecera";1;1;3;1;1
518207;235;1;1;1;59.143345518493;"73001";"1";"Cabecera";2;1;2;1;1
518208;235;1;1;1;62.2334757945736;"73001";"1";"Cabecera";2;1;2;3;1
518210;235;1;1;1;78.3096866450953;"73001";"1";"Cabecera";1;1;2;1;1
518212;235;1;1;1;68.0068760418858;"73001";"1";"Cabecera";2;1;2;2;1
518213;235;1;1;1;63.566187630303;"73001";"1";"Cabecera";1;1;2;1;1
518214;235;1;1;1;68.0068760418858;"73001";"1";"Cabecera";1;1;2;1;1
518215;235;1;1;1;75.3469083539071;"73001";"1";"Cabecera";2;1;2;2;1
518216;235;1;1;1;61.1199018238816;"73001";"1";"Cabecera";2;1;2;2;1
518217;235;1;1;1;63.2861438780711;"73001";"1";"Cabecera";2;1;2;2;1
518218;235;1;1;1;59.143345518493;"73001";"1";"Cabecera";2;1;2;1;1
518219;235;1;1;1;74.5090425088324;"73001";"1";"Cabecera";1;1;2;1;1
518220;235;1;1;1;82.1758815568196;"73001";"1";"Cabecera";2;1;2;2;1
518221;235;1;1;1;75.3469083539071;"73001";"1";"Cabecera";2;1;2;2;1
518222;235;1;1;1;71.5667358189992;"73001";"1";"Cabecera";1;1;2;1;1
518223;235;1;1;1;63.6394487324689;"73001";"1";"Cabecera";1;1;2;1;1
518224;235;1;1;1;63.6394487324689;"73001";"1";"Cabecera";1;1;2;1;1
518225;235;1;1;1;66.9542079583884;"73001";"1";"Cabecera";1;1;2;3;1
518226;235;1;1;1;62.1252714913697;"73001";"1";"Cabecera";1;1;2;2;1
518227;235;1;1;1;68.0068760418858;"73001";"1";"Cabecera";1;1;2;2;1
518228;235;1;1;1;74.6292673498066;"73001";"1";"Cabecera";1;1;2;1;1
518229;235;1;1;1;73.6238976823186;"73001";"1";"Cabecera";1;1;2;2;1
518231;235;1;1;1;74.3926178621974;"73001";"1";"Cabecera";2;1;1;3;1
518232;235;1;1;1;74.3926178621974;"73001";"1";"Cabecera";2;1;2;2;1
518233;235;1;1;1;74.3926178621974;"73001";"1";"Cabecera";3;1;2;2;1
518234;235;1;1;1;56.9473717775463;"73001";"1";"Cabecera";1;1;3;1;1
518235;235;1;1;1;59.143345518493;"73001";"1";"Cabecera";1;1;3;1;1
518236;235;1;1;1;59.0905560176821;"73001";"1";"Cabecera";2;1;3;2;1
518237;235;1;1;1;68.5183577674461;"73001";"1";"Cabecera";2;1;3;1;1
518238;235;1;1;1;66.6602280387487;"73001";"1";"Cabecera";1;1;3;3;1
518239;235;1;1;1;72.1181715048041;"73001";"1";"Cabecera";2;1;3;2;1
518240;235;1;1;1;70.5264229504731;"73001";"1";"Cabecera";1;1;3;1;1
518241;235;1;1;1;74.3926178621974;"73001";"1";"Cabecera";2;1;3;2;1
518242;235;1;1;1;60.1836583870191;"73001";"1";"Cabecera";1;1;2;1;1
518243;235;1;1;1;57.7373725805977;"73001";"1";"Cabecera";1;1;3;1;1
518244;235;1;1;1;60.735094072824;"73001";"1";"Cabecera";2;1;3;2;1
518246;235;1;1;1;60.5613389941586;"73001";"1";"Cabecera";1;1;2;1;1
518247;235;1;1;1;68.5183577674461;"73001";"1";"Cabecera";2;1;3;2;1
518248;235;1;1;1;59.143345518493;"73001";"1";"Cabecera";2;1;3;2;1
518249;235;1;1;1;71.9239448247837;"73001";"1";"Cabecera";2;1;3;2;1
518250;235;1;1;1;71.0625985492037;"73001";"1";"Cabecera";2;1;3;2;1
518251;235;1;1;1;70.8712767412862;"73001";"1";"Cabecera";1;1;2;2;1
518252;235;1;1;1;69.1204500125778;"73001";"1";"Cabecera";1;1;2;2;1
518253;235;1;1;1;67.3974393409893;"73001";"1";"Cabecera";1;1;3;2;1
518254;235;1;1;1;72.9172939545014;"73001";"1";"Cabecera";1;1;2;1;1
518255;235;1;1;1;81.1203086012193;"73001";"1";"Cabecera";1;1;3;2;1
518256;235;1;1;1;64.1406811301615;"73001";"1";"Cabecera";1;1;2;2;1
518257;235;1;1;1;72.7856092207922;"73001";"1";"Cabecera";1;1;2;2;1
518258;235;1;1;1;70.7928041248395;"73001";"1";"Cabecera";1;1;2;1;1
518259;235;1;1;1;59.143345518493;"73001";"1";"Cabecera";2;1;2;1;1
518260;235;1;1;1;72.1181715048041;"73001";"1";"Cabecera";2;1;2;2;1
518261;235;1;1;1;74.3926178621974;"73001";"1";"Cabecera";3;1;2;2;1
518262;235;1;1;1;67.3974393409893;"73001";"1";"Cabecera";2;1;2;2;1
518263;235;1;1;1;62.9567509294065;"73001";"1";"Cabecera";1;1;2;1;1
518264;235;1;1;1;65.2311972867999;"73001";"1";"Cabecera";1;1;2;2;1
518265;235;1;1;1;64.1406811301615;"73001";"1";"Cabecera";1;1;2;2;1
518266;235;1;1;1;75.1807030356115;"73001";"1";"Cabecera";2;1;2;2;1
518267;235;1;1;1;65.8406339876964;"73001";"1";"Cabecera";2;1;2;2;1
518268;235;1;1;1;73.3370449065971;"73001";"1";"Cabecera";1;1;2;2;1
518269;235;1;1;1;61.523179246238;"73001";"1";"Cabecera";1;1;2;1;1
518270;235;1;1;1;56.3174634752947;"73001";"1";"Cabecera";1;1;2;1;1
518271;235;1;1;1;63.0095404302173;"73001";"1";"Cabecera";2;1;2;2;1
518272;235;1;1;1;80.7977246760442;"73001";"1";"Cabecera";2;1;2;2;1
518273;235;1;1;1;82.1758815568196;"73001";"1";"Cabecera";2;1;2;2;1
518274;235;1;1;1;67.3974393409893;"73001";"1";"Cabecera";2;1;2;1;1
518275;235;1;1;1;72.1181715048041;"73001";"1";"Cabecera";2;1;2;2;1
518276;235;1;1;1;73.9464816074936;"73001";"1";"Cabecera";1;1;2;1;1
518277;235;1;1;1;56.8688991610996;"73001";"1";"Cabecera";1;1;2;1;1
518278;235;1;1;1;72.4630252956172;"73001";"1";"Cabecera";1;1;2;4;1
518279;235;1;1;1;85.8921199408125;"73001";"1";"Cabecera";1;1;2;2;1
518280;235;1;1;1;75.1807030356115;"73001";"1";"Cabecera";1;1;2;2;1
518281;235;1;1;1;88.2941355949449;"73001";"1";"Cabecera";2;1;2;2;1
518282;235;1;1;1;72.7276082057006;"73001";"1";"Cabecera";2;1;2;2;1
518283;235;1;1;1;59.4379960211938;"73001";"1";"Cabecera";2;1;1;1;1
